Unique_ID,Reference,yyyy,mm,Location,waters,Zone,Technology,Technology.mentioned,Effort,method,precision..high..med..low.,latitude,longitude,Fish,Details,lgest.spper,units,weight_conversion,largest.jewfish,largest.dhufish.kg,number,n.jewfish,n.spper,Species,me.s,X.Suggested..N.fishers,X.Suggested..N.boats.party,X.Suggested..Time.hrs,X.Suggested..Time.days,Effort.N,Effort.desc,Effort.time,Effort.time.desc,X,X.1,ALYSES,origil_details,details_check,terms,baldchin_groper,blue_groper,dhufish,groper_nondescript,pink_spper,queen_spper,grey_banded_cod,breaksea,whaler_shark,wobbegong,flathead,garfish,grey_nurse,gummy_shark_complex,hammerhead,hapuka,harlequin,herring,john_dory,king_george_whiting,silver_trevally,whiting,great_white,port_jackson,all_sharks,fish_number,max_number,dhu_specific_weight,pink_specific_weight,kg_mentioned,lb_mentioned,both_units
220,ST 30061963 p.36,1963,6,Scarborough,coastal,3,,,1 fisher,shore,high,,,spper,22 lb,22,lb,0.453592,,0,1,0,1,,,,1,,,,,,,,,,22 lb,22 lb,spper 22 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,22,,,FALSE,TRUE,FALSE_TRUE
249,ST 13101963 p.83,1963,10,Scarborough reef,coastal,3,,,1 fisher,boat,high,,,jewfish,"four jewfish, 20 lb largest",,lb,0.453592,20,9.07184,4,4,0,,Dave Regan,1,1,,,,,,,,,,"four jewfish, 20 lb largest","four , 20 lb largest","jewfish four jewfish, 20 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_4,20,20,,FALSE,TRUE,FALSE_TRUE
215,ST 28041963 p.36,1963,4,Stragglers,coastal,6,,,"1 party, 2 fishers",boat,high,,,jewfish,43 lb,,lb,0.453592,43,19.504456,1,1,0,,,2,1,,,,,,,,,,43 lb,43 lb,jewfish 43 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,43,,,FALSE,TRUE,FALSE_TRUE
208,ST 03021963 p.34,1963,2,Yanchep,coastal,2,,,1 party,boat,high,,,"jewfish, groper","six jewfish, 25 lb largest; one groper, 14 lb.",,lb,0.453592,25,11.3398,7,6,0,,,,1,,,,,,,,,,"six jewfish, 25 lb largest; one groper, 14 lb.","six , 25 lb largest; one , 14 lb.","jewfish, groper six jewfish, 25 lb largest; one groper, 14 lb.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, groper_7",25,25,,FALSE,TRUE,FALSE_TRUE
319,ST 01111964 p.48,1964,11,Bell Buoy,coastal,9,,,Hawthorn Angling Club outing,boat,high,,,hammerhead shark,40 lb,,lb,0.453592,,0,1,0,0,,,,1,,,,,,,,,,40 lb,40 lb,hammerhead shark 40 lb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,hammerhead shark_1,40,,,FALSE,TRUE,FALSE_TRUE
294,ST 10051964 p.42,1964,5,Burns Beach,coastal,2,,,1 fisher,,high,,,spper,20 lb,20,lb,0.453592,,0,1,0,1,,,1,1,,,,,,,,,,20 lb,20 lb,spper 20 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,20,,,FALSE,TRUE,FALSE_TRUE
298,ST 14061964 p.40,1964,6,Cockburn Sound,coastal,9,,,1 party,boat,low,,,spper,10 lb,10,lb,0.453592,,0,1,0,1,,,,1,,,,,,,,,,10 lb,10 lb,spper 10 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,10,,,FALSE,TRUE,FALSE_TRUE
315,ST 11101964 p.44,1964,10,"Coogee, out from",coastal,7,,,"3 fishers, 3 hours",boat,med,,,spper,15 lb largest,15,lb,0.453592,,0,20,0,20,,,3,1,3,,,,,,,,,15 lb largest,15 lb largest,spper 15 lb largest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_20,15,,,FALSE,TRUE,FALSE_TRUE
281,ST08031964 p.56,1964,3,Fremantle (out of Fremantle),coastal,7,,,"1 party, Meat Industry Angling Club",boat,low,,,jewfish,"7 lb largest. also 2 spper, a few sweep and rock fish",,lb,0.453592,7,3.175144,8,2,2,,,,1,,,,,,,,,,"7 lb largest. also 2 spper, a few sweep and rock fish","7 lb largest. also 2 , a few  and ","jewfish 7 lb largest. also 2 spper, a few sweep and rock fish",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_8,7,,,FALSE,TRUE,FALSE_TRUE
284,ST 22031964 p.44,1964,3,Garden Island,coastal,8,,,,boat,low,,,jewfish,medium sized',,,,,0,6,6,0,,,,,,,,,,,,,,medium sized',medium sized',jewfish medium sized',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_6,#ME?,,,FALSE,FALSE,FALSE_FALSE
285,ST 22031964 p.44,1964,3,Garden Island,coastal,8,,,1 fisher on WA Surfcasting and Angling Association outing,shore,low,,,blue whaler shark,14 lb,,lb,0.453592,,0,1,0,0,,,,,,,,,,,,,,14 lb,14 lb,blue whaler shark 14 lb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,blue whaler shark_1,14,,,FALSE,TRUE,FALSE_TRUE
328,ST 06121964 p.52,1964,12,Garden Island,coastal,8,,,"3 fishers, 1 day.",,low,,,spper,10 lb,10,lb,0.453592,,0,1,0,1,,,3,1,,,,,,,,,,10lb,10lb,spper 10lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,10,,,FALSE,TRUE,FALSE_TRUE
288,ST 05041964 p.36,1964,4,"Garden Island, 10 Mile Reef",midshore,8,,,1 party,boat,high,,,tiger shark,10 ft,,,,,0,1,0,0,,,,,,,,,,,,,,10 ft,10 ft,tiger shark 10 ft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tiger shark_1,10,,,FALSE,FALSE,FALSE_FALSE
261,ST 05011964 p.24,1964,1,"Garden Island, back of",coastal,8,,,1 party,boat,low,,,"grey nurse shark, hammerhead",5 ft to 6 ft; also hammerhead shark,,,,,0,2,0,0,,,,1,,,,,,,,,,5 ft to 6 ft; also hammerhead shark,5 ft to 6 ft; also ,"grey nurse shark, hammerhead 5 ft to 6 ft; also hammerhead shark",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,"grey nurse shark, hammerhead_2",6,,,FALSE,FALSE,FALSE_FALSE
263,ST 26011964 p.30,1964,1,"Garden Island, behind",coastal,8,,,1 fisher,boat,low,,,jewfish,32 lb,,lb,0.453592,32,14.514944,1,1,0,,,1,1,,,,,,,,,,32 lb,32 lb,jewfish 32 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,32,,,FALSE,TRUE,FALSE_TRUE
324,ST 22111964 p.48,1964,11,"Garden Island, south of, 140 ft of water",offshore,5,,,Railway Fishing Club outing,boat,high,,,"jewfish, baldchin groper, morwong, spper, reef fish, sweep","three jewfish, 20 lb largest; morwong; bald chin groper; reef fish; sweep; spper",,lb,0.453592,20,9.07184,8,3,1,,,1,,,,,,,,,,,"three jewfish, 20 lb largest; morwong; bald chin groper; reef fish; sweep; spper","three , 20 lb largest; ; ; ; ; ","jewfish, baldchin groper, morwong, spper, reef fish, sweep three jewfish, 20 lb largest; morwong; bald chin groper; reef fish; sweep; spper",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"jewfish, baldchin groper, morwong, spper, reef fish, sweep_8",20,20,,FALSE,TRUE,FALSE_TRUE
280,ST08031964 p.56,1964,3,"Mandurah, 20 Mile Reef",midshore,5,,,1 fisher,boat,high,,,jewfish,four jewfish; one N_valenciennesi; a shark,,,,,0,6,4,0,,,1,1,,,,,,,,,,four jewfish; one queen spper; a shark,four ; one ; a ,jewfish four jewfish; one N_valenciennesi; a shark,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jewfish_6,#ME?,,,FALSE,FALSE,FALSE_FALSE
283,ST 15031964 p.82,1964,3,Marmion,coastal,3,22 ft launch,,2 fishers,boat,med,,,jewfish,"six, 28 lb largest",,lb,0.453592,28,12.700576,6,6,0,,,2,1,,,,,,,,,,"six, 28 lb largest","six, 28 lb largest","jewfish six, 28 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_6,28,,,FALSE,TRUE,FALSE_TRUE
274,ST16021964 p.59,1964,2,Marmion,coastal,3,,,2 fishers,boat,med,,,jewfish,four jewfish; four sharks,,,,,0,8,4,0,,"Noel Achimovich, Kingsley Watson",2,1,,,,,,,,,,four jewfish; four sharks,four ; four ,jewfish four jewfish; four sharks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jewfish_8,#ME?,,,FALSE,FALSE,FALSE_FALSE
289,ST 12041964 p.40,1964,4,Marmion,coastal,3,,,2 fishers,boat,med,,,jewfish,"20 lb largest, 10 lb smallest",,lb,0.453592,20,9.07184,2,2,0,,Unmed,2,2,,,,,,,,,,"20 lb largest, 10 lb smallest","20 lb largest, 10 lb smallest","jewfish 20 lb largest, 10 lb smallest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_2,20,,,FALSE,TRUE,FALSE_TRUE
264,ST 26011964 p.30,1964,1,Marmion,coastal,3,,,1 fisher,boat,med,,,jewfish,10 lb jewfish; two sharks,,lb,0.453592,10,4.53592,3,1,0,,Noel Achimovich,1,1,,,,,,,,,,10 lb jewfish; two sharks,10 lb ; two ,jewfish 10 lb jewfish; two sharks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jewfish_3,10,,,FALSE,TRUE,FALSE_TRUE
267,ST 09021964 p.40,1964,2,Marmion,coastal,3,,,2 fishers,boat,med,,,jewfish,30.5 lb,,lb,0.453592,30.5,13.834556,1,1,0,,Norm Kehoe,2,1,,,,,,,,,,30.5 lb,30.5 lb,jewfish 30.5 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,30.5,,,FALSE,TRUE,FALSE_TRUE
268,ST 09021964 p.40,1964,2,Marmion,coastal,3,,,1 fisher,boat,med,,,jewfish,25.5 lb,,lb,0.453592,25.5,11.566596,1,1,0,,Noel Achimovich,1,1,,,,,,,,,,25.5 lb,25.5 lb,jewfish 25.5 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,25.5,,,FALSE,TRUE,FALSE_TRUE
269,ST 09021964 p.40,1964,2,Marmion,coastal,3,,,2 fishers,,med,,,jewfish,18 lb,,lb,0.453592,18,8.164656,1,1,0,,Pel Robson,2,1,,,,,,,,,,18 lb,18 lb,jewfish 18 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,18,,,FALSE,TRUE,FALSE_TRUE
270,ST 09021964 p.40,1964,2,Marmion,coastal,3,,,2 fishers,boat,med,,,jewfish,8 lb,,lb,0.453592,8,3.628736,1,1,0,,John Kehoe,2,1,,,,,,,,,,8lb,8lb,jewfish 8lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,8,,,FALSE,TRUE,FALSE_TRUE
282,ST08031964 p.56,1964,3,Marmion,coastal,3,,,1 fisher on Marmion Angling Club outing,boat,med,,,jewfish,19 lb,,lb,0.453592,19,8.618248,1,1,0,,Clem Moyle,1,1,,,,,,,,,,19 lb,19 lb,jewfish 19 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,19,,,FALSE,TRUE,FALSE_TRUE
265,ST 26011964 p.30,1964,1,Marmion,coastal,3,,,1 fisher,boat,med,,,blue groper,24 lb,,lb,0.453592,,0,1,0,0,,Jack Slocombe,1,1,,,,,,,,,,24 lb,24 lb,A_gouldii 24 lb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blue groper_1,24,,,FALSE,TRUE,FALSE_TRUE
290,ST 12041964 p.40,1964,4,Marmion,coastal,3,,,1 fisher,boat,med,,,shark,42 lb shark,,lb,0.453592,,0,1,0,0,,Clarrie Huller,1,1,,,,,,,,,,42 lb shark,42 lb ,shark 42 lb shark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,shark_1,42,,,FALSE,TRUE,FALSE_TRUE
273,ST16021964 p.59,1964,2,Marmion; the reef near Marmion,coastal,3,,,2 fishers,boat,med,,,jewfish,one jewfish,,,,,0,1,1,0,,"Bill Baldock, Brian Smith",2,1,,,,,,,,,,one jewfish,one ,jewfish one jewfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,#ME?,,,FALSE,FALSE,FALSE_FALSE
352,ST 04041965 p.84,1964,4,Mullaloo,coastal,2,,,Offshore Angling Club field day,shore,high,,,wobbegong; carpet shark; whaler shark,3.5 foot; two whaler sharks; one carpet shark,,,,,0,4,0,0,,,,1,,,,,,,,,,3.5 foot; two whaler sharks; one carpet shark,3.5 foot; two  ; one ,wobbegong; carpet shark; whaler shark 3.5 foot; two whaler sharks; one carpet shark,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,wobbegong; carpet shark; whaler shark_4,3.5,,,FALSE,FALSE,FALSE_FALSE
304,ST 19071964 p.40,1964,7,val base,coastal,9,,,2 fishers,shore,high,,,spper,"22 lb, 18 lb",22,lb,0.453592,,0,2,0,3,,,2,,,,,,,,,,,"22 lb, 18 lb","22 lb, 18 lb","spper 22 lb, 18 lb",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_2,22,,,FALSE,TRUE,FALSE_TRUE
322,ST 08111964 p.52,1964,11,val Base,coastal,9,,,1 fisher,shore,high,,,bronze whaler,4 ft 6 in.,,,,,0,1,0,0,,,1,,,,,,,,,,,4 ft 6 in.,4 ft 6 in.,bronze whaler 4 ft 6 in.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bronze whaler_1,6,,,FALSE,FALSE,FALSE_FALSE
329,ST 13121964 p.52,1964,12,val base,coastal,9,,,1 fisher,shore,high,,,spper,15 lb,15,lb,0.453592,,0,1,0,1,,,1,,,,,,,,,,,15 lb,15 lb,spper 15 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,15,,,FALSE,TRUE,FALSE_TRUE
309,ST 20091964 p.52,1964,9,"val Base, out from",coastal,9,,,3 fishers in 2 hours,boat,med,,,spper,"eighteen spper, 14 lb largest",14,lb,0.453592,,0,18,0,18,,,3,1,2,,,,,,,,,"eighteen spper, 14 lb largest","eighteen , 14 lb largest","spper eighteen spper, 14 lb largest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_18,14,,14,FALSE,TRUE,FALSE_TRUE
299,ST 14061964 p.40,1964,6,Palm Beach jetty,coastal,9,,,2 fishers in two hours,shore,high,,,spper,six spper 20 lb largest,20,lb,0.453592,,0,6,0,6,,,,1,,,,,,,,,,six spper 20 lb largest,six  20 lb largest,spper six spper 20 lb largest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_6,20,,,FALSE,TRUE,FALSE_TRUE
300,ST 21061964 p.40,1964,6,Palm Beach jetty,coastal,9,,,1 fisher in 10 minutes,shore,high,,,spper,two spper 25 lb each,25,lb,0.453592,,0,2,0,2,,,,1,,,,,,,,,,two spper 25 lb each,two  25 lb each,spper two spper 25 lb each,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_2,25,,,FALSE,TRUE,FALSE_TRUE
301,ST 28061964 p.40,1964,6,Palm Beach jetty,coastal,9,,,"1 fisher, 2 trips",shore,high,,,spper,"two spper 22 lb, 25 lb",22,lb,0.453592,,0,2,0,2,,,,1,,,,,,,,,,"two spper 22 lb, 25 lb","two  22 lb, 25 lb","spper two spper 22 lb, 25 lb",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_2,25,,,FALSE,TRUE,FALSE_TRUE
332,ST 13121964 p.52,1964,12,Palm Beach jetty,coastal,9,,,,shore,high,,,spper,22 lb,22,lb,0.453592,,0,1,0,1,,,,,,,,,,,,,,22 lb,22 lb,spper 22 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,22,,,FALSE,TRUE,FALSE_TRUE
272,ST16021964 p.59,1964,2,Quinns,coastal,2,,,2 fishers,boat,med,,,jewfish,eight large jewfish,,,,,0,8,8,0,,,2,1,,,,,,,,,,eight large jewfish,eight large ,jewfish eight large jewfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_8,#ME?,,,FALSE,FALSE,FALSE_FALSE
277,ST 23021962 p.32,1964,2,Quinns,coastal,2,,,1 fisher on WA Surfcasting and Angling Association outing,shore,med,,,bronze whaler,8.75 lb,,lb,0.453592,,0,1,0,0,,,,,,,,,,,,,,8.75 lb,8.75 lb,bronze whaler 8.75 lb,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bronze whaler_1,8.75,,,FALSE,TRUE,FALSE_TRUE
331,ST 13121964 p.52,1964,12,Rottnest,midshore,4,,,1 party,boat,low,,,jewfish,thirteen jewfish,,,,,0,13,13,0,,,1,1,,,,,,,,,,thirteen jewfish,thirteen ,jewfish thirteen jewfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_13,#ME?,,,FALSE,FALSE,FALSE_FALSE
317,ST 11101964 p.44,1964,10,Rottnest,midshore,4,26 ft launch,,3 fishers in 2 days,boat,low,,,"jewfish, sharks, spper",twelve jewfish; four sharks; three spper,,,,,0,19,12,3,,,2,1,3,,,,,,,,,twelve jewfish; four sharks; three spper,twelve ; four ; three ,"jewfish, sharks, spper twelve jewfish; four sharks; three spper",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, sharks, spper_19",#ME?,,,FALSE,FALSE,FALSE_FALSE
308,ST 13091964 p.44,1964,9,Rottnest,midshore,4,,,Railway Fishing Club outing,boat,low,,,jewfish,seven jewfish 35 lb largest,,lb,0.453592,35,15.87572,7,7,0,,,,1,,,,,,,,,,seven jewfish 35 lb largest,seven  35 lb largest,jewfish seven jewfish 35 lb largest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_7,35,,,FALSE,TRUE,FALSE_TRUE
296,ST 31051964 p.27,1964,5,Rottnest,midshore,4,,,Victoria Park Angling Club,boat,low,,,"jewfish, sharks, sweetlip, groper, rock fish","five jewfish 25 lb largest. also two sharks, sweetlip, a groper, rock fish",,lb,0.453592,25,11.3398,10,5,0,,,,1,,,,,,,,,,"five jewfish 25 lb largest. also two sharks, sweetlip, a groper, rock fish","five  25 lb largest. also two , , a , ","jewfish, sharks, sweetlip, groper, rock fish five jewfish 25 lb largest. also two sharks, sweetlip, a groper, rock fish",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, sharks, sweetlip, groper, rock fish_10",25,,,FALSE,TRUE,FALSE_TRUE
286,ST 29031964 p.22,1964,3,Rottnest,midshore,4,,,"9 fishers, 1 party",boat,low,,,jewfish,"four jewfish, 20 lb, 15 lb largest",,lb,0.453592,20,9.07184,4,4,0,,,,,,,,,,,,,,"four jewfish, 20 lb, 15 lb largest","four , 20 lb, 15 lb largest","jewfish four jewfish, 20 lb, 15 lb largest",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_4,20,20,,FALSE,TRUE,FALSE_TRUE
306,ST 16081964 p.40,1964,8,Rottnest,midshore,4,,,Railway Fishing Club outing,boat,low,,,"jewfish, gummy shark","two jewfish 25 lb, 14 lb. also 20 lb gummy shark",,lb,0.453592,25,11.3398,3,2,0,,,,1,,,,,,,,,,"two jewfish 25 lb, 14 lb. also 20 lb gummy shark","two  25 lb, 14 lb. also 20 lb ","jewfish, gummy shark two jewfish 25 lb, 14 lb. also 20 lb gummy shark",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"jewfish, gummy shark_3",25,,,FALSE,TRUE,FALSE_TRUE
314,ST 11101964 p.44,1964,10,Rottnest,midshore,4,,,Shenton Park Angling Club,boat,low,,,jewfish,two jewfish,,,,,0,2,2,0,,,,1,,,,,,,,,,two jewfish,two ,jewfish two jewfish,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_2,#ME?,,,FALSE,FALSE,FALSE_FALSE
316,ST 11101964 p.44,1964,10,Rottnest,midshore,4,,,Shenton Park Angling Club,boat,low,,,"jewfish, shark, rock fish",two jewfish; a shark; a mixture of rock fish,,,,,0,3,2,0,,,,1,,,,,,,,,,two jewfish; a shark; a mixture of rock fish,two ; a ; a mixture of ,"jewfish, shark, rock fish two jewfish; a shark; a mixture of rock fish",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, shark, rock fish_3",#ME?,,,FALSE,FALSE,FALSE_FALSE
323,ST 15111964 p.36,1964,11,Rottnest,midshore,4,,,,boat,low,,,"jewfish, sharks, morwong","two jewfish, 12 lb largest; seven sharks, 20 lb largest; morwong, 10 lb ",,lb,0.453592,12,5.443104,10,2,0,,,,1,,,,,,,,,,"two jewfish, 12 lb largest; seven sharks, 20 lb largest; morwong, 10 lb ","two , 12 lb largest; seven , 20 lb largest; , 10 lb ","jewfish, sharks, morwong two jewfish, 12 lb largest; seven sharks, 20 lb largest; morwong, 10 lb ",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"jewfish, sharks, morwong_10",20,12,,FALSE,TRUE,FALSE_TRUE
276,ST 23021962 p.32,1964,2,Rottnest,midshore,4,,,1 fisher,boat,low,,,jewfish,35 lb,,lb,0.453592,35,15.87572,1,1,0,,,,,,,,,,,,,,35 lb,35 lb,jewfish 35 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,35,,,FALSE,TRUE,FALSE_TRUE
291,ST 19041964 p.42,1964,4,Rottnest,midshore,4,,,Railway Fishing Club outing,boat,low,,,"carpet shark, jewfish, baldchin groper",40 lb carpet shark; 18 lb jewfish; 'big' baldchin groper,,lb,0.453592,18,8.164656,3,1,0,,,,1,,,,,,,,,,40 lb carpet shark; 18 lb jewfish; 'big' baldchin groper,40 lb ; 18 lb ; 'big' ,"carpet shark, jewfish, baldchin groper 40 lb carpet shark; 18 lb jewfish; 'big' baldchin groper",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"carpet shark, jewfish, baldchin groper_3",40,,,FALSE,TRUE,FALSE_TRUE
302,ST 05071964 p.40,1964,7,Rottnest,midshore,4,,,Railway Fishing Club outing,boat,low,,,jewfish,14 lb,,lb,0.453592,14,6.350288,1,1,0,,,,1,,,,,,,,,,14 lb,14 lb,jewfish 14 lb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jewfish_1,14,,,FALSE,TRUE,FALSE_TRUE
297,ST 07061964 p.40,1964,6,Rottnest,midshore,4,,,1 fisher on Offshore Angling Club outing,boat,low,,,gunrd perch,3 lb 3 oz. new state record,,lb,0.453592,,0,1,0,0,,,1,1,,,,,,,,,,3 lb 3 oz. new state record,3 lb 3 oz. new state record,gunrd perch 3 lb 3 oz. new state record,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gunrd perch_1,3,,,FALSE,TRUE,FALSE_TRUE
303,ST 12071964 p.43,1964,7,Rottnest,midshore,4,,,Hawthorn Angling Club outing,boat,low,,,spper,15 lb,15,lb,0.453592,,0,1,0,1,,,,1,,,,,,,,,,15 lb,15 lb,spper 15 lb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_1,15,,,FALSE,TRUE,FALSE_TRUE
311,ST 27091964 p.48,1964,9,Rottnest,midshore,4,,,Spearfisher aboard 14 ft 3 in. fibreglass boat,boat,low,,,grey nurse,"300 lb, 9 ft. 6 in",,lb,0.453592,,0,1,0,0,,,1,1,,,,,,,,,,"300 lb, 9 ft. 6 in","300 lb, 9 ft. 6 in","grey nurse 300 lb, 9 ft. 6 in",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,grey nurse_1,300,,,FALSE,TRUE,FALSE_TRUE
330,ST 13121964 p.52,1964,12,Rottnest,midshore,4,,,1 party,boat,low,,,spper,"three spper, 12 lb largest",12,lb,0.453592,,0,3,0,3,,,,1,,,,,,,,,,"three spper, 12 lb largest","three , 12 lb largest","spper three spper, 12 lb largest",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spper_3,12,,12,FALSE,TRUE,FALSE_TRUE
279,ST08031964 p.56,1964,3,Rottnest (four-mile drift off West End,midshore,1,,,,boat,med,,,jewfish,"fifteen jewfish, 22 lb and 13.5 lb largest; 12 breaksea; four N_valenciennesi; five sharks 18 lb largest; other fish.",,lb,0.453592,22,9.979024,36,15,0,,,,,,,,,,,,,,"fifteen jewfish, 22 lb and 13.5 lb largest; 12 rock spper; four queen spper; five sharks 18 lb largest; other fish.","fifteen , 22 lb and 13.5 lb largest; 12 ; four ; five  18 lb largest; other fish.","jewfish fifteen jewfish, 22 lb and 13.5 lb largest; 12 breaksea; four N_valenciennesi; five sharks 18 lb largest; other fish.",0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,jewfish_36,22,22,,FALSE,TRUE,FALSE_TRUE
262,ST 05011964 p.24,1964,1,Rottnest (near Rottnest),midshore,4,,,"1 party, Railway Fishing club",boat,low,,,"bald chin groper, jewfish, hammerhead","large'; also jewfish, hammerhead shark",,,,,0,5,3,0,,,,1,,,,,,,,,,"large'; also jewfish, hammerhead shark","large'; also , ","bald chin groper, jewfish, hammerhead large'; also jewfish, hammerhead shark",1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"bald chin groper, jewfish, hammerhead_5",#ME?,,,FALSE,FALSE,FALSE_FALSE
