"","ID","yyyy","month","largest.dhufish.kg","Zone","latitude","scientific","echo_sounders","gps","bathy","depth","depth_zone","geometry"
"474",474,1974,"3",4.53592,"nearshore_north",-31.7731330794994,"fish.size","post","pre",-30.1631126403809,30.1631126403809,"inshore_demersal",c(115.625296122274, -31.7731330794994)
"475",475,1974,"8",18.597272,"near_rottnest",-31.9934295059651,"fish.size","post","pre",-19.1499462127686,19.1499462127686,"nearshore",c(115.48163753006, -31.9934295059651)
"476",476,1975,"4",15.87572,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"477",477,1975,"5",13,"nearshore_north",-31.5435130422605,"fish.size","post","pre",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"478",478,1975,"6",21,"offshore_south",-32.3193660375141,"fish.size","post","pre",-41.5837860107422,41.5837860107422,"inshore_demersal",c(115.406647271545, -32.3193660375141)
"479",479,1975,"9",14.65,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-6.72103811986744,6.72103811986744,"nearshore",c(115.482858203312, -32.0125310038696)
"480",480,1975,"10",17.236496,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"481",481,1976,"2",18,"nearshore_south",-32.3014984132659,"fish.size","post","pre",-12.2699527740479,12.2699527740479,"nearshore",c(115.677686246412, -32.3014984132659)
"482",482,1976,"10",11.793392,"nearshore_north",-31.5435130422605,"fish.size","post","pre",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"483",483,1977,"3",10.432616,"offshore_north",-31.7280103238726,"fish.size","post","pre",-38.2208251953125,38.2208251953125,"inshore_demersal",c(115.340829388973, -31.7280103238726)
"484",484,1977,"3",6.350288,"near_rottnest",-32.0487235388928,"fish.size","post","pre",-29.5502700805664,29.5502700805664,"inshore_demersal",c(115.450541097682, -32.0487235388928)
"485",485,1977,"7",2.721552,"offshore_north",-31.8542583066191,"fish.size","post","pre",-73.5868301391602,73.5868301391602,"inshore_demersal",c(115.326590421745, -31.8542583066191)
"486",486,1977,"10",22.226008,"near_rottnest",-32.0281381142612,"fish.size","post","pre",-32.7822303771973,32.7822303771973,"inshore_demersal",c(115.423166820002, -32.0281381142612)
"487",487,1977,"12",22.6796,"near_rottnest",-31.9573365764646,"fish.size","post","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"488",488,1977,"12",20.41164,"offshore_south",-32.1058859684798,"fish.size","post","pre",-36.9461631774902,36.9461631774902,"inshore_demersal",c(115.49412071951, -32.1058859684798)
"489",489,1978,"5",15.4,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"490",490,1978,"8",4.2,"near_rottnest",-32.0183803852788,"fish.size","post","pre",-1.41109371185303,1.41109371185303,"nearshore",c(115.449005654959, -32.0183803852788)
"491",491,1978,"12",12.246984,"near_rottnest",-32.0716050084599,"fish.size","post","pre",-35.5736083984375,35.5736083984375,"inshore_demersal",c(115.453880731794, -32.0716050084599)
"492",492,1979,"1",4.082328,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"493",493,1979,"3",14,"offshore_south",-32.5705274333882,"fish.size","post","pre",-79.4681167602539,79.4681167602539,"inshore_demersal",c(115.106345510673, -32.5705274333882)
"494",494,1979,"4",11.3398,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-7.36736239120364,7.36736239120364,"nearshore",c(115.482858203312, -32.0125310038696)
"495",495,1979,"4",9.4,"offshore_north",-31.5763216490945,"fish.size","post","pre",-34.266185760498,34.266185760498,"inshore_demersal",c(115.262663276286, -31.5763216490945)
"496",496,1979,"6",15.87572,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-4.46352450363338,4.46352450363338,"nearshore",c(115.482858203312, -32.0125310038696)
"497",497,1979,"7",19.050864,"nearshore_south",-32.1978523876003,"fish.size","post","pre",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"498",498,1979,"7",16.329312,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"499",499,1979,"7",5.8,"near_rottnest",-32.0166452314042,"fish.size","post","pre",-7.39986944198608,7.39986944198608,"nearshore",c(115.452445431386, -32.0166452314042)
"500",500,1979,"9",21.7,"near_rottnest",-32.0722889992411,"fish.size","post","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"501",501,1979,"9",10.886208,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-4.33205809257925,4.33205809257925,"nearshore",c(115.482858203312, -32.0125310038696)
"502",502,1979,"9",13.60776,"near_rottnest",-31.9573365764646,"fish.size","post","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"503",503,1979,"10",21.772416,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-8.76200853474438,8.76200853474438,"nearshore",c(115.482858203312, -32.0125310038696)
"504",504,1979,"11",14.514944,"near_rottnest",-32.0245742010837,"fish.size","post","pre",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"505",505,1979,"11",12.700576,"offshore_north",-31.6742485753367,"fish.size","post","pre",-57.5070419311523,57.5070419311523,"inshore_demersal",c(115.25431400548, -31.6742485753367)
"506",506,1979,"12",7.257472,"offshore_south",-32.0417363931142,"fish.size","post","pre",-119.034767150879,119.034767150879,"inshore_demersal",c(115.305158822882, -32.0417363931142)
"507",507,1979,"12",9.979024,"offshore_south",-32.0417363931142,"fish.size","post","pre",-119.034767150879,119.034767150879,"inshore_demersal",c(115.305158822882, -32.0417363931142)
"508",508,1980,"4",12,"offshore_north",-31.4151787126812,"fish.size","post","pre",-47.7848663330078,47.7848663330078,"inshore_demersal",c(115.12029581308, -31.4151787126812)
"509",509,1980,"4",6.80388,"offshore_south",-32.0298926074945,"fish.size","post","pre",-116.473793029785,116.473793029785,"inshore_demersal",c(115.310851567944, -32.0298926074945)
"510",510,1980,"4",5.443104,"offshore_north",-31.5358684669627,"fish.size","post","pre",-37.4060935974121,37.4060935974121,"inshore_demersal",c(115.234197319971, -31.5358684669627)
"511",511,1980,"7",9.5,"near_rottnest",-31.9843470159494,"fish.size","post","pre",-31.0221424102783,31.0221424102783,"inshore_demersal",c(115.489165225294, -31.9843470159494)
"512",512,1980,"7",16,"near_rottnest",-32.0079087060919,"fish.size","post","pre",-38.5074806213379,38.5074806213379,"inshore_demersal",c(115.425058060738, -32.0079087060919)
"513",513,1980,"10",16,"offshore_north",-31.7334991085012,"fish.size","post","pre",-40.61669921875,40.61669921875,"inshore_demersal",c(115.313358383227, -31.7334991085012)
"514",514,1980,"11",11,"offshore_north",-31.7750585646677,"fish.size","post","pre",-118.739280700684,118.739280700684,"inshore_demersal",c(115.234491028499, -31.7750585646677)
"515",515,1980,"12",16,"nearshore_south",-32.4701852168768,"fish.size","post","pre",-27.4845695495605,27.4845695495605,"inshore_demersal",c(115.576169237963, -32.4701852168768)
"516",516,1981,"2",4.64,"nearshore_north",-31.7119190036313,"fish.size","post","pre",-31.9761619567871,31.9761619567871,"inshore_demersal",c(115.601652047853, -31.7119190036313)
"517",517,1981,"2",16,"offshore_north",-31.7291247140453,"fish.size","post","pre",-40.5045738220215,40.5045738220215,"inshore_demersal",c(115.453082766475, -31.7291247140453)
"518",518,1981,"2",18.2,"nearshore_north",-31.5285342067524,"fish.size","post","pre",-29.5019073486328,29.5019073486328,"inshore_demersal",c(115.478921950773, -31.5285342067524)
"519",519,1981,"3",24,"near_rottnest",-31.9573365764646,"fish.size","post","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"520",520,1981,"3",16,"offshore_south",-32.4775593352762,"fish.size","post","pre",-44.8453559875488,44.8453559875488,"inshore_demersal",c(115.247310569998, -32.4775593352762)
"521",521,1981,"3",13,"near_rottnest",-31.9573365764646,"fish.size","post","pre",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"522",522,1981,"4",16,"offshore_north",-31.8114715533606,"fish.size","post","pre",-88.8357849121094,88.8357849121094,"inshore_demersal",c(115.287746865223, -31.8114715533606)
"523",523,1981,"5",18,"offshore_north",-32.0221400437749,"fish.size","post","pre",-73.7296142578125,73.7296142578125,"inshore_demersal",c(115.383666922973, -32.0221400437749)
"524",524,1981,"6",10,"offshore_south",-32.0417363931142,"fish.size","post","pre",-119.034767150879,119.034767150879,"inshore_demersal",c(115.305158822882, -32.0417363931142)
"525",525,1981,"7",15,"nearshore_north",-31.7731330794994,"fish.size","post","pre",-30.1631126403809,30.1631126403809,"inshore_demersal",c(115.625296122274, -31.7731330794994)
"526",526,1981,"9",13.8,"nearshore_north",-31.5435130422605,"fish.size","post","pre",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"527",527,1981,"9",18.1,"nearshore_north",-31.7731330794994,"fish.size","post","pre",-30.1631126403809,30.1631126403809,"inshore_demersal",c(115.625296122274, -31.7731330794994)
"528",528,1981,"9",13,"offshore_north",-31.9261155876254,"fish.size","post","pre",-47.2488746643066,47.2488746643066,"inshore_demersal",c(115.405470160656, -31.9261155876254)
"529",529,1981,"10",19,"offshore_north",-31.7732612763177,"fish.size","post","pre",-31.9794273376465,31.9794273376465,"inshore_demersal",c(115.614591527907, -31.7732612763177)
"530",530,1981,"10",14,"nearshore_north",-31.8315921743211,"fish.size","post","pre",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"531",531,1981,"11",15,"offshore_north",-31.7066856171399,"fish.size","post","pre",-33.6886405944824,33.6886405944824,"inshore_demersal",c(115.572543664359, -31.7066856171399)
"532",532,1982,"2",13,"offshore_north",-31.7005422661108,"fish.size","post","pre",-37.4418144226074,37.4418144226074,"inshore_demersal",c(115.323757002993, -31.7005422661108)
"533",533,1982,"4",16,"offshore_south",-32.0330899091182,"fish.size","post","pre",-132.695953369141,132.695953369141,"inshore_demersal",c(115.284155814555, -32.0330899091182)
"534",534,1982,"4",19,"offshore_south",-32.3324399175498,"fish.size","post","pre",-37.6925621032715,37.6925621032715,"inshore_demersal",c(115.51090664247, -32.3324399175498)
"535",535,1982,"4",18.5,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-5.86080452613533,5.86080452613533,"nearshore",c(115.482858203312, -32.0125310038696)
"536",536,1982,"4",14,"nearshore_north",-31.5435130422605,"fish.size","post","pre",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"537",537,1982,"7",16.4,"near_rottnest",-32.0260864390863,"fish.size","post","pre",-6.85134983062744,6.85134983062744,"nearshore",c(115.463215105137, -32.0260864390863)
"538",538,1982,"8",22,"nearshore_north",-31.507024121771,"fish.size","post","pre",-11.2105674743652,11.2105674743652,"nearshore",c(115.577250946882, -31.507024121771)
"539",539,1982,"9",11,"near_rottnest",-32.0722889992411,"fish.size","post","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"540",540,1982,"10",20,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-6.85982677899301,6.85982677899301,"nearshore",c(115.482858203312, -32.0125310038696)
"541",541,1982,"11",16,"offshore_north",-31.8934062098009,"fish.size","post","pre",-95.2448577880859,95.2448577880859,"inshore_demersal",c(115.313902777527, -31.8934062098009)
"542",542,1982,"11",18,"offshore_north",-31.8934062098009,"fish.size","post","pre",-95.2448577880859,95.2448577880859,"inshore_demersal",c(115.313902777527, -31.8934062098009)
"543",543,1983,"5",11,"nearshore_north",-31.9678879052305,"fish.size","post","pre",-12.0323114395142,12.0323114395142,"nearshore",c(115.729999221892, -31.9678879052305)
"544",544,1984,"5",3,"near_rottnest",-32.0183803852788,"fish.size","post","pre",-1.41109371185303,1.41109371185303,"nearshore",c(115.449005654959, -32.0183803852788)
"545",545,1984,"7",14.6,"near_rottnest",-32.0722889992411,"fish.size","post","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"546",546,1984,"11",12,"nearshore_south",-32.1236968743513,"fish.size","post","pre",-8.0330982208252,8.0330982208252,"nearshore",c(115.65482575753, -32.1236968743513)
"547",547,1986,"2",17,"near_rottnest",-32.0125310038696,"fish.size","post","pre",-3.88728407025337,3.88728407025337,"nearshore",c(115.482858203312, -32.0125310038696)
"548",548,1986,"4",27,"nearshore_south",-32.0279698045087,"fish.size","post","pre",-10.691234588623,10.691234588623,"nearshore",c(115.608692243332, -32.0279698045087)
"549",549,1986,"12",16,"offshore_north",-31.7750585646677,"fish.size","post","pre",-118.739280700684,118.739280700684,"inshore_demersal",c(115.234491028499, -31.7750585646677)
"550",550,1987,"3",19,"offshore_south",-32.0477681346591,"fish.size","post","pre",-128.931655883789,128.931655883789,"inshore_demersal",c(115.287164786377, -32.0477681346591)
"551",551,1987,"8",7,"offshore_north",-31.8708279769474,"fish.size","post","pre",-80.5802307128906,80.5802307128906,"inshore_demersal",c(115.325469256143, -31.8708279769474)
"552",552,1987,"9",7,"nearshore_north",-31.7662196444581,"fish.size","post","pre",-11.799262046814,11.799262046814,"nearshore",c(115.67786270312, -31.7662196444581)
"553",553,1987,"10",10,"offshore_north",-31.982204486229,"fish.size","post","pre",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"554",554,1987,"12",23.5,"near_rottnest",-32.0722889992411,"fish.size","post","pre",-43.9242744445801,43.9242744445801,"inshore_demersal",c(115.490977404601, -32.0722889992411)
"555",555,1988,"1",10,"nearshore_north",-31.6085255247954,"fish.size","post","pre",-14.6302080154419,14.6302080154419,"nearshore",c(115.625344537367, -31.6085255247954)
"556",556,1989,"1",21.5,"offshore_north",-31.773315673317,"fish.size","post","pre",-34.3769226074219,34.3769226074219,"inshore_demersal",c(115.571327203083, -31.773315673317)
"557",557,1989,"2",20,"offshore_south",-32.2147772751406,"fish.size","post","pre",-46.2493057250977,46.2493057250977,"inshore_demersal",c(115.355204752009, -32.2147772751406)
"558",558,1989,"6",21,"near_rottnest",-32.0293826407926,"fish.size","post","pre",-18.2517261505127,18.2517261505127,"nearshore",c(115.439273321478, -32.0293826407926)
"559",559,1989,"6",19,"offshore_north",-31.656365971268,"fish.size","post","pre",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"560",560,1989,"8",15,"offshore_south",-32.0337052096785,"fish.size","post","pre",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"561",561,1989,"10",16,"offshore_north",-31.7771458496943,"fish.size","post","pre",-38.6741905212402,38.6741905212402,"inshore_demersal",c(115.512788316403, -31.7771458496943)
"562",562,1989,"10",4.5,"nearshore_north",-31.9618649403396,"fish.size","post","pre",-24.5202293395996,24.5202293395996,"inshore_demersal",c(115.64519568633, -31.9618649403396)
"563",563,1989,"10",10,"nearshore_north",-31.7063323552721,"fish.size","post","pre",-31.4651031494141,31.4651031494141,"inshore_demersal",c(115.601478915175, -31.7063323552721)
"564",564,1989,"10",19,"nearshore_north",-31.7063323552721,"fish.size","post","pre",-31.4651031494141,31.4651031494141,"inshore_demersal",c(115.601478915175, -31.7063323552721)
"565",565,1990,"1",21,"offshore_north",-31.7813524716346,"fish.size","post","post",-41.6157569885254,41.6157569885254,"inshore_demersal",c(115.458558848925, -31.7813524716346)
"566",566,1990,"1",12,"offshore_south",-32.4929742871324,"fish.size","post","post",-48.0261726379395,48.0261726379395,"inshore_demersal",c(115.254292592601, -32.4929742871324)
"567",567,1990,"2",13,"offshore_north",-31.4621281865704,"fish.size","post","post",-31.2382049560547,31.2382049560547,"inshore_demersal",c(115.451278421645, -31.4621281865704)
"568",568,1990,"3",17,"nearshore_north",-31.8315921743211,"fish.size","post","post",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"569",569,1990,"6",23,"offshore_north",-31.5274434544752,"fish.size","post","post",-117.17985534668,117.17985534668,"inshore_demersal",c(115.097722632688, -31.5274434544752)
"570",570,1990,"7",20,"near_rottnest",-31.9573365764646,"fish.size","post","post",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"571",571,1990,"11",17,"offshore_south",-32.0956048706054,"fish.size","post","post",-47.0812492370605,47.0812492370605,"inshore_demersal",c(115.40051032963, -32.0956048706054)
"572",572,1991,"9",15,"nearshore_north",-31.5192128650906,"fish.size","post","post",-5.08731079101562,5.08731079101562,"nearshore",c(115.561044109137, -31.5192128650906)
"573",573,1991,"9",11,"near_rottnest",-32.0245742010837,"fish.size","post","post",-44.8584632873535,44.8584632873535,"inshore_demersal",c(115.413819982007, -32.0245742010837)
"574",574,1991,"9",9,"nearshore_north",-31.8260088469538,"fish.size","post","post",-9.18970108032227,9.18970108032227,"nearshore",c(115.713792096293, -31.8260088469538)
"575",575,1991,"10",18,"offshore_north",-31.656365971268,"fish.size","post","post",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"576",576,1991,"10",20,"offshore_north",-31.8212126651676,"fish.size","post","post",-38.0150985717773,38.0150985717773,"inshore_demersal",c(115.529458104737, -31.8212126651676)
"577",577,1991,"12",7,"nearshore_north",-31.5285342067524,"fish.size","post","post",-29.5019073486328,29.5019073486328,"inshore_demersal",c(115.478921950773, -31.5285342067524)
"578",578,1992,"1",17,"offshore_north",-31.982204486229,"fish.size","post","post",-77.0562133789062,77.0562133789062,"inshore_demersal",c(115.37492693035, -31.982204486229)
"579",579,1992,"1",23,"near_rottnest",-32.0125310038696,"fish.size","post","post",-3.11724727414548,3.11724727414548,"nearshore",c(115.482858203312, -32.0125310038696)
"580",580,1992,"2",20,"offshore_north",-31.8551641184467,"fish.size","post","post",-35.850643157959,35.850643157959,"inshore_demersal",c(115.565459102386, -31.8551641184467)
"581",581,1992,"3",19,"nearshore_south",-32.4778542343185,"fish.size","post","post",-14.786247253418,14.786247253418,"nearshore",c(115.611782530145, -32.4778542343185)
"582",582,1992,"6",18,"nearshore_south",-32.0876655103155,"fish.size","post","post",-9.04933071136475,9.04933071136475,"nearshore",c(115.65216521063, -32.0876655103155)
"583",583,1992,"8",10,"offshore_south",-32.0352280362152,"fish.size","post","post",-101.004219055176,101.004219055176,"inshore_demersal",c(115.346657845108, -32.0352280362152)
"584",584,1992,"9",14,"offshore_south",-32.0579200815934,"fish.size","post","post",-60.5274200439453,60.5274200439453,"inshore_demersal",c(115.396182948523, -32.0579200815934)
"585",585,1992,"12",20.2,"offshore_north",-31.8244687677113,"fish.size","post","post",-44.0301742553711,44.0301742553711,"inshore_demersal",c(115.438058886714, -31.8244687677113)
"586",586,1992,"12",16,"offshore_south",-32.0313302649845,"fish.size","post","post",-146.652923583984,146.652923583984,"inshore_demersal",c(115.260621526753, -32.0313302649845)
"587",587,1993,"2",17,"offshore_north",-31.7714296303661,"fish.size","post","post",-32.1146202087402,32.1146202087402,"inshore_demersal",c(115.607447250015, -31.7714296303661)
"588",588,1993,"2",16,"offshore_south",-32.4620014897694,"fish.size","post","post",-30.8688144683838,30.8688144683838,"inshore_demersal",c(115.547504904816, -32.4620014897694)
"589",589,1993,"3",20,"offshore_north",-31.9571219276174,"fish.size","post","post",-48.012882232666,48.012882232666,"inshore_demersal",c(115.419903434796, -31.9571219276174)
"590",590,1993,"5",17,"near_rottnest",-32.0477597265653,"fish.size","post","post",-35.3460693359375,35.3460693359375,"inshore_demersal",c(115.50708808295, -32.0477597265653)
"591",591,1993,"5",20,"offshore_north",-31.5407300498828,"fish.size","post","post",-37.3889083862305,37.3889083862305,"inshore_demersal",c(115.410887247766, -31.5407300498828)
"592",592,1993,"9",18,"nearshore_north",-31.5435130422605,"fish.size","post","post",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"593",593,1993,"10",22,"nearshore_north",-31.7741289489603,"fish.size","post","post",-12.5890693664551,12.5890693664551,"nearshore",c(115.702344346802, -31.7741289489603)
"594",594,1993,"11",15,"offshore_north",-31.5851780617389,"fish.size","post","post",-34.0140380859375,34.0140380859375,"inshore_demersal",c(115.283062819892, -31.5851780617389)
"595",595,1994,"5",18,"offshore_north",-31.8971448119788,"fish.size","post","post",-33.7202224731445,33.7202224731445,"inshore_demersal",c(115.562082167145, -31.8971448119788)
"596",596,1994,"8",17.3,"near_rottnest",-32.0125310038696,"fish.size","post","post",-8.6540165040642,8.6540165040642,"nearshore",c(115.482858203312, -32.0125310038696)
"597",597,1994,"8",11,"offshore_north",-31.6246341489652,"fish.size","post","post",-89.8438568115234,89.8438568115234,"inshore_demersal",c(115.186862322947, -31.6246341489652)
"598",598,1994,"9",23,"offshore_north",-31.606224888425,"fish.size","post","post",-46.4656982421875,46.4656982421875,"inshore_demersal",c(115.231321379717, -31.606224888425)
"599",599,1994,"10",15,"offshore_south",-32.0370154931367,"fish.size","post","post",-112.525527954102,112.525527954102,"inshore_demersal",c(115.322560288671, -32.0370154931367)
"600",600,1994,"10",5,"nearshore_south",-32.0556331169244,"fish.size","post","post",-5.25950527191162,5.25950527191162,"nearshore",c(115.626279297433, -32.0556331169244)
"601",601,1994,"11",15,"nearshore_south",-32.1532417024368,"fish.size","post","post",-12.5701808929443,12.5701808929443,"nearshore",c(115.645462721618, -32.1532417024368)
"602",602,1994,"12",6,"nearshore_north",-31.9149687267954,"fish.size","post","post",-18.7529945373535,18.7529945373535,"nearshore",c(115.716907828976, -31.9149687267954)
"603",603,1995,"3",24,"offshore_north",-31.7722018646002,"fish.size","post","post",-41.110107421875,41.110107421875,"inshore_demersal",c(115.3300299043, -31.7722018646002)
"604",604,1995,"4",20.4,"offshore_south",-32.4765283600954,"fish.size","post","post",-46.9809875488281,46.9809875488281,"inshore_demersal",c(115.268753905423, -32.4765283600954)
"605",605,1995,"6",21,"offshore_south",-32.4929742871324,"fish.size","post","post",-48.0261726379395,48.0261726379395,"inshore_demersal",c(115.254292592601, -32.4929742871324)
"606",606,1995,"7",16.8,"nearshore_south",-32.5619925602202,"fish.size","post","post",-11.9557523727417,11.9557523727417,"nearshore",c(115.657617851193, -32.5619925602202)
"607",607,1995,"10",21,"nearshore_north",-31.6921175315429,"fish.size","post","post",-13.0356121063232,13.0356121063232,"nearshore",c(115.672450876762, -31.6921175315429)
"608",608,1995,"12",14.92,"offshore_south",-32.511607774072,"fish.size","post","post",-34.0743560791016,34.0743560791016,"inshore_demersal",c(115.475128152145, -32.511607774072)
"609",609,1996,"1",18,"offshore_south",-32.5652438438983,"fish.size","post","post",-84.2107772827148,84.2107772827148,"inshore_demersal",c(115.100364144886, -32.5652438438983)
"610",610,1996,"1",10,"nearshore_north",-31.8218612590162,"fish.size","post","post",-6.66100835800171,6.66100835800171,"nearshore",c(115.711517061039, -31.8218612590162)
"611",611,1996,"1",9.5,"nearshore_north",-31.7327411061179,"fish.size","post","post",-12.0891981124878,12.0891981124878,"nearshore",c(115.677814283577, -31.7327411061179)
"612",612,1996,"1",21,"offshore_north",-31.5596980476568,"fish.size","post","post",-38.9001960754395,38.9001960754395,"inshore_demersal",c(115.344778671487, -31.5596980476568)
"613",613,1996,"3",17,"nearshore_north",-31.8371689743029,"fish.size","post","post",-25.8521251678467,25.8521251678467,"inshore_demersal",c(115.657505596897, -31.8371689743029)
"614",614,1996,"3",18.5,"nearshore_north",-31.8988628633346,"fish.size","post","post",-26.1073799133301,26.1073799133301,"inshore_demersal",c(115.672452355376, -31.8988628633346)
"615",615,1996,"3",24,"offshore_north",-31.8364025852955,"fish.size","post","post",-35.6335945129395,35.6335945129395,"inshore_demersal",c(115.584692200877, -31.8364025852955)
"616",616,1996,"5",16,"offshore_south",-32.2104261425897,"fish.size","post","post",-36.7147178649902,36.7147178649902,"inshore_demersal",c(115.518390654135, -32.2104261425897)
"617",617,1996,"5",23,"offshore_south",-32.5652438438983,"fish.size","post","post",-84.2107772827148,84.2107772827148,"inshore_demersal",c(115.100364144886, -32.5652438438983)
"618",618,1996,"7",18,"offshore_south",-32.136282010376,"fish.size","post","post",-32.583179473877,32.583179473877,"inshore_demersal",c(115.530081718276, -32.136282010376)
"619",619,1996,"7",21.1,"offshore_south",-32.0579200815934,"fish.size","post","post",-60.5274200439453,60.5274200439453,"inshore_demersal",c(115.396182948523, -32.0579200815934)
"620",620,1996,"8",4.5,"offshore_north",-31.5376653530946,"fish.size","post","post",-32.852409362793,32.852409362793,"inshore_demersal",c(115.427748596675, -31.5376653530946)
"621",621,1996,"9",17.1,"near_rottnest",-31.9766725822584,"fish.size","post","post",-22.142707824707,22.142707824707,"inshore_demersal",c(115.505173498347, -31.9766725822584)
"622",622,1996,"9",15,"near_rottnest",-32.0127101196379,"fish.size","post","post",-9.21896438486874,9.21896438486874,"nearshore",c(115.49238527192, -32.0127101196379)
"623",623,1996,"9",21,"nearshore_south",-32.1867447921884,"fish.size","post","post",-18.0210590362549,18.0210590362549,"nearshore",c(115.600009029582, -32.1867447921884)
"624",624,1996,"11",10,"offshore_north",-31.7738385658841,"fish.size","post","post",-38.1286506652832,38.1286506652832,"inshore_demersal",c(115.524907618974, -31.7738385658841)
"625",625,1996,"12",20,"offshore_south",-32.220283802808,"fish.size","post","post",-34.5465278625488,34.5465278625488,"inshore_demersal",c(115.553645826624, -32.220283802808)
"626",626,1996,"12",18,"nearshore_south",-32.2076539816547,"fish.size","post","post",-21.1540336608887,21.1540336608887,"inshore_demersal",c(115.636809196672, -32.2076539816547)
"627",627,1997,"1",4.5,"nearshore_north",-31.8685002102949,"fish.size","post","post",-10.3736248016357,10.3736248016357,"nearshore",c(115.735686022225, -31.8685002102949)
"628",628,1997,"4",19,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"629",629,1997,"5",20,"offshore_north",-31.809097615878,"fish.size","post","post",-40.1105194091797,40.1105194091797,"inshore_demersal",c(115.481986683858, -31.809097615878)
"630",630,1997,"8",22,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"631",631,1997,"8",14,"offshore_north",-31.7841768331509,"fish.size","post","post",-63.0664596557617,63.0664596557617,"inshore_demersal",c(115.306454244613, -31.7841768331509)
"632",632,1997,"9",20,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"633",633,1998,"1",18,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"634",634,1998,"1",11,"offshore_south",-32.229277010961,"fish.size","post","post",-58.1047477722168,58.1047477722168,"inshore_demersal",c(115.323543279, -32.229277010961)
"635",635,1998,"3",21,"near_rottnest",-31.9573365764646,"fish.size","post","post",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"636",636,1998,"3",18,"near_rottnest",-31.9573365764646,"fish.size","post","post",-41.3541030883789,41.3541030883789,"inshore_demersal",c(115.475975802622, -31.9573365764646)
"637",637,1998,"8",10,"near_rottnest",-32.0250518470286,"fish.size","post","post",-29.518180847168,29.518180847168,"inshore_demersal",c(115.433890859928, -32.0250518470286)
