"","iteration","deviance_explained","aic","s_distance_p_value","s_yyyyinshore_p_value","s_yyyynearshore_p_value"
"s(distance)297",298,0.164823650756088,4940.62210898123,0.00690977103402257,0,3.26266244471407e-06
"s(distance)298",299,0.163653569799462,4939.92163750468,0.0307052726969864,0,3.35559156183773e-06
"s(distance)299",300,0.163458424071601,4938.38455473937,0.0282155255700777,0,1.00185838053379e-06
"s(distance)300",301,0.167370729170284,4936.63027840225,0.0123952873165886,0,5.46727880024189e-06
"s(distance)301",302,0.171013381451313,4932.11337285547,0.05119110418983,0,0
"s(distance)302",303,0.160748815765778,4941.9502569006,0.115898193849083,0,1.34837740499161e-05
"s(distance)303",304,0.162380799106633,4942.10641285933,0.0615042615287534,0,1.19035811191326e-06
"s(distance)304",305,0.160762933457951,4943.52910745913,0.0528804548704978,0,2.45666421416768e-06
"s(distance)305",306,0.162522085972996,4941.99575190858,0.0184179204037407,0,1.80525698650902e-06
"s(distance)306",307,0.169164418083688,4934.36371262895,0.035036105387212,0,5.35560958225823e-06
"s(distance)307",308,0.169156926826258,4934.95807402839,0.017700086290204,0,4.83392796929438e-06
"s(distance)308",309,0.171044772622543,4933.57173273274,0.023158027553501,0,0.00121890283153048
"s(distance)309",310,0.159519387504373,4945.54622496313,0.0286398299909006,0,2.2557792399569e-06
"s(distance)310",311,0.162808971595507,4942.92240342739,0.0262714990639452,0,1.0717971604679e-06
"s(distance)311",312,0.15957602742502,4944.46880096509,0.0949757290600174,0,2.93466161271905e-06
"s(distance)312",313,0.158172509722494,4943.54421793385,0.113422388836054,0,6.65620611406403e-07
"s(distance)313",314,0.159155656304622,4946.1925188476,0.138112480096284,0,0
"s(distance)314",315,0.158988205327061,4945.25052835994,0.0465340167235086,0,6.16646216267114e-06
"s(distance)315",316,0.159430054958676,4945.0052313878,0.0317506613823751,0,1.27887157516104e-05
"s(distance)316",317,0.159431863215082,4945.98135714069,0.0368984055935403,0,8.35469616705664e-06
"s(distance)317",318,0.157985883776096,4946.83131130415,0.0775215513434195,0,5.51857387010024e-07
"s(distance)318",319,0.1581114451813,4944.67965025612,0.0463907755866556,0,4.74631238256418e-07
"s(distance)319",320,0.161379736819091,4944.63370213825,0.016658898716351,0,0
"s(distance)320",321,0.164555757198925,4939.32839059971,0.0536766342668363,0,0
"s(distance)321",322,0.165613162300905,4938.35109455907,0.031487554158885,0,9.56451041589368e-07
"s(distance)322",323,0.160372141843774,4943.25151479072,0.0421262930391473,0,8.86220269780136e-07
"s(distance)323",324,0.161663442540713,4943.78070618634,0.0198237407080192,0,3.2323225540587e-06
"s(distance)324",325,0.163645054622197,4940.35452980372,0.0259726411384612,0,3.57511014237311e-07
"s(distance)325",326,0.170262837736114,4934.06580892846,0.109553094382308,0,0
"s(distance)326",327,0.16072860215237,4943.70334194143,0.0147654990061606,0,3.80061339666504e-06
"s(distance)327",328,0.161448515213584,4942.46101130717,0.00965166971562054,0,2.27192124150899e-05
"s(distance)328",329,0.1551217607414,4948.4345008117,0.0389090732412328,0,1.12334941448911e-06
"s(distance)329",330,0.163277801833594,4942.81330399237,0.0347396611454684,0,1.22779878303225e-06
"s(distance)330",331,0.160795269905124,4943.93750116263,0.0537698010422943,0,0.000118320987835319
"s(distance)331",332,0.160316790229722,4944.34103392921,0.0857074873286697,0,9.87139820812777e-06
"s(distance)332",333,0.155270003364183,4948.03449826544,0.0670319524122914,0,8.33092941343594e-06
"s(distance)333",334,0.168118859683296,4936.56524672763,0.0265982399573753,0,1.45901848591645e-06
"s(distance)334",335,0.15866375346472,4945.76795737494,0.105055810841067,0,1.55256182937658e-06
"s(distance)335",336,0.166721135506687,4938.79871880732,0.0132337914573475,0,0.000289404092973289
"s(distance)336",337,0.166073064160336,4939.35253152008,0.0100489644245385,0,8.08533696272651e-07
"s(distance)337",338,0.160545853501624,4942.73961094693,0.0251142276717718,0,2.30100818382484e-06
"s(distance)338",339,0.161147110247096,4940.29307928455,0.00750786130507852,0,6.4899694113274e-06
"s(distance)339",340,0.15958387528116,4945.28881023076,0.0366535355557367,0,0
"s(distance)340",341,0.166356441309424,4937.91526622881,0.0255967379239539,0,0
"s(distance)341",342,0.155197466848514,4948.70551125923,0.128042251311095,0,2.14429679599171e-05
"s(distance)342",343,0.165505937905456,4939.23664339345,0.0616393770430757,0,0
"s(distance)343",344,0.164013747382225,4939.20314804593,0.0396355113165333,0,5.98081420721819e-07
"s(distance)344",345,0.160289697901909,4944.56705740897,0.0370356725219682,0,1.47374419146029e-06
"s(distance)345",346,0.166247310845628,4939.4953628919,0.00254285537792914,0,5.87508401983516e-07
"s(distance)346",347,0.160921799384649,4942.26453724996,0.101167484543348,0,0
"s(distance)347",348,0.164410785535277,4937.82501354123,0.146047333604305,0,2.69581331890367e-05
"s(distance)348",349,0.157392381796326,4946.35421318916,0.0569537956535351,0,5.18989654617608e-05
"s(distance)349",350,0.158562501275153,4945.98893981668,0.0372557488940556,0,0
"s(distance)350",351,0.16369061373884,4941.83876438266,0.0519326515698618,0,0.000113751149483754
"s(distance)351",352,0.158055257966118,4946.00313021937,0.117425686503892,0,6.71775711902356e-06
"s(distance)352",353,0.159683660873333,4943.92261292917,0.09237708963542,0,2.61092425093423e-05
"s(distance)353",354,0.16305929618108,4941.0274741461,0.0254539816164221,0,3.6303622361622e-06
"s(distance)354",355,0.170846062629098,4935.15523219661,0.0288106144493415,0,0.000407220327467317
"s(distance)355",356,0.160201888931886,4943.57524003471,0.11881466147678,0,5.77889263801423e-05
"s(distance)356",357,0.161382826744413,4943.64537235197,0.0580534715916045,0,2.5151541753754e-06
"s(distance)357",358,0.15900541981136,4943.77568115405,0.00737612466460147,0,3.67444613735834e-07
"s(distance)358",359,0.165087885698575,4939.99067905271,0.0316512395735504,0,1.71536221031943e-05
"s(distance)359",360,0.165249111789332,4939.39758755316,0.0247026913665362,0,1.2321975199181e-05
"s(distance)360",361,0.163008184136752,4941.3521584631,0.0195650837435661,0,3.66388012157381e-06
"s(distance)361",362,0.157293263154996,4947.16357620946,0.0436015863423878,0,1.64581487155369e-06
"s(distance)362",363,0.159203739675094,4945.7127391795,0.0512686883335021,0,1.92533831094854e-06
"s(distance)363",364,0.158175390230146,4945.84268009475,0.00849875986475568,0,1.43096377569485e-06
"s(distance)364",365,0.160612775964023,4942.37135271543,0.0694199116377329,0,0
"s(distance)365",366,0.157608482054243,4946.37417649555,0.100353958946191,0,4.86427237234022e-06
"s(distance)366",367,0.154314380587368,4948.35911953446,0.0256958452576309,0,1.26727933047466e-06
"s(distance)367",368,0.166048582502278,4937.65947235809,0.013415541230318,0,5.27288611718024e-07
"s(distance)368",369,0.162490598179714,4941.22725911555,0.029076516634663,0,0
"s(distance)369",370,0.163554506275784,4938.5062102374,0.0616572738595382,0,2.10401033989838e-06
"s(distance)370",371,0.165880243962695,4938.68302623283,0.0306482779175367,0,9.38503099234822e-07
"s(distance)371",372,0.16637684157572,4939.34526690519,0.00534087228165619,0,7.82685842748432e-07
"s(distance)372",373,0.160590683609052,4943.52661381761,0.0963091950444192,0,3.82535576673448e-05
"s(distance)373",374,0.156424339983191,4947.1219990465,0.02234352624704,0,1.78611055801081e-06
"s(distance)374",375,0.159022646056098,4945.63433977009,0.0537647786332328,0,4.86610971556223e-06
"s(distance)375",376,0.159259274857915,4945.09857628228,0.091407707709968,0,1.36746733092608e-06
"s(distance)376",377,0.157725143885523,4947.81598294851,0.0471971260722974,0,6.59311968015386e-06
"s(distance)377",378,0.161809072279299,4940.47450099927,0.106511539436766,0,3.56566226933364e-07
"s(distance)378",379,0.163240790398403,4941.98201052783,0.0559232399153232,0,3.40502074869242e-07
"s(distance)379",380,0.163251818847949,4941.6018366006,0.0188670600088949,0,2.66147117395366e-05
"s(distance)380",381,0.166925653074779,4938.24180907437,0.0323146359639152,0,7.17799743349401e-06
"s(distance)381",382,0.163846390636848,4939.24099845395,0.0958432882490673,0,1.6093466883027e-06
"s(distance)382",383,0.167001429813865,4938.39826012265,0.0161302714630739,0,8.80783767642779e-07
"s(distance)383",384,0.165958521580437,4940.13908946663,0.00878049274519044,0,1.38080292122478e-06
"s(distance)384",385,0.159169916435582,4947.00421235715,0.0361743767503015,0,3.05832380487203e-06
"s(distance)385",386,0.164416358104086,4940.82981932405,0.02241752199259,0,5.69881896739233e-06
"s(distance)386",387,0.16891773642636,4934.98293372617,0.0360766862445613,0,6.26897615038646e-05
"s(distance)387",388,0.159196611312448,4944.6130910699,0.0166505052318769,0,2.34731284911582e-05
"s(distance)388",389,0.156798619401949,4948.04513526961,0.0536735724182331,0,5.64621101761809e-07
"s(distance)389",390,0.170756179427214,4933.15031413349,0.0118451557084108,0,5.10066721792768e-06
"s(distance)390",391,0.157994948516606,4946.16436863435,0.174279297477619,0,2.15216607624136e-06
"s(distance)391",392,0.164680237712267,4940.3943426849,0.018051595650996,0,1.5835452669255e-05
"s(distance)392",393,0.163522943826666,4939.23092143166,0.0256473313788868,0,2.35706068074659e-06
"s(distance)393",394,0.161191531996921,4943.28314312727,0.0427791763851646,0,1.67600912946986e-05
"s(distance)394",395,0.156900230962179,4946.1296251321,0.0341176371504381,0,8.6732563536196e-06
"s(distance)395",396,0.166943437942352,4938.57112589708,0.00465353623678882,0,0.000114919799257263
"s(distance)396",397,0.164899865115021,4940.95495176512,0.00655352684155142,0,7.16476356299456e-07
"s(distance)397",398,0.165508936619845,4938.60743609945,0.0170834509283763,0,3.46536492334959e-07
"s(distance)398",399,0.168138740503725,4936.4476661249,0.0280277259185093,0,0.000108837189549571
"s(distance)399",400,0.162495643451347,4942.1959484672,0.111208527471145,0,0.000692997373824056
"s(distance)400",401,0.160250319326683,4943.65916863045,0.0291840888037653,0,7.22306704115105e-07
"s(distance)401",402,0.157003570924288,4946.86868820179,0.112310790965216,0,2.58880219317081e-07
"s(distance)402",403,0.15930920795334,4945.13704396623,0.0143796506697842,0,0
"s(distance)403",404,0.160371126998038,4942.28090363077,0.0804300836821032,0,3.75404059782536e-07
"s(distance)404",405,0.164924489972545,4938.63909387375,0.0720526020783473,0,3.70953707584665e-06
"s(distance)405",406,0.156596998538613,4945.86517336266,0.0163799869662812,0,8.88581164800173e-05
"s(distance)406",407,0.165187411598685,4940.16927828637,0.0751162984855465,0,6.77828897233113e-06
"s(distance)407",408,0.17113460090257,4933.55742803157,0.00685655195876567,0,0
"s(distance)408",409,0.162170437510533,4942.72369968024,0.060040009467485,0,6.85717345539905e-05
"s(distance)409",410,0.156495941091864,4945.87229531105,0.0618413875463938,0,0.000101564696444956
"s(distance)410",411,0.164295884905402,4940.97231900601,0.0103020283075712,0,1.40605905862845e-06
"s(distance)411",412,0.167224072862425,4938.12653860701,0.0173094154327843,0,1.4653963985034e-06
"s(distance)412",413,0.163624113412078,4940.08776564194,0.0695370845019969,0,0.000278142480595989
"s(distance)413",414,0.169742195208032,4935.71960029805,0.00373058431588952,0,1.73132256364728e-06
"s(distance)414",415,0.160964299197293,4943.45769818344,0.0442629461862187,0,2.79482026760425e-06
"s(distance)415",416,0.171020866644844,4933.17426182032,0.0145110244960226,0,4.53715425502432e-06
"s(distance)416",417,0.155580249293408,4946.42298863341,0.188094774049277,0,0
"s(distance)417",418,0.163565624905183,4940.8257384994,0.0348766333491615,0,1.28362166909035e-05
"s(distance)418",419,0.162693937794288,4941.07968789088,0.0744024119479669,0,0.000670608716315912
"s(distance)419",420,0.164532388339414,4941.11847936469,0.00954343005654534,0,6.86983404424302e-06
"s(distance)420",421,0.162070832620328,4942.00129782009,0.0557784943391331,0,1.46368326505164e-05
"s(distance)421",422,0.161233074864395,4944.00418185568,0.0105384478738936,0,1.28841522972767e-06
"s(distance)422",423,0.166730002177805,4938.65070143271,0.0105402099056089,0,3.66417671132657e-06
"s(distance)423",424,0.166569820877103,4937.92081552124,0.0180637465572851,0,3.01492976328421e-05
"s(distance)424",425,0.157414911156392,4946.93277850804,0.0433469040947853,0,4.20093624697859e-06
"s(distance)425",426,0.160819798984923,4944.30172656496,0.017481885918704,0,1.30880376358888e-06
"s(distance)426",427,0.17041673959037,4933.36177247753,0.0362884574545133,0,8.59516302298413e-07
"s(distance)427",428,0.164813175307261,4939.74244012841,0.0137311204390667,0,6.30421788321844e-05
"s(distance)428",429,0.158773552190179,4944.88928751813,0.0250723456521081,0,1.61740732359528e-05
"s(distance)429",430,0.172432363421886,4931.51641036655,0.0203837522242654,0,1.90780171147598e-05
"s(distance)430",431,0.157455440076937,4943.99272672654,0.0160010112655725,0,7.9743944003674e-07
"s(distance)431",432,0.171843194856133,4933.41707222883,0.0227347897878573,0,0
"s(distance)432",433,0.16435859144738,4941.59067341405,0.0177226303699454,0,0
"s(distance)433",434,0.155114639884861,4947.86788957074,0.14305609434338,0,3.43435063371311e-05
"s(distance)434",435,0.159297826314366,4943.59441391863,0.0223603067711932,0,6.79265950698227e-06
"s(distance)435",436,0.16722168132976,4937.6968766653,0.0358026685902969,0,0.000607785747285816
"s(distance)436",437,0.158241389518469,4943.2049370556,0.0154760803520217,0,6.9055497601278e-06
"s(distance)437",438,0.156908475244821,4946.99498812632,0.0564487750120508,0,1.49388775099735e-05
"s(distance)438",439,0.164353336676663,4938.90176173404,0.0266058331774134,0,5.96561353747305e-05
"s(distance)439",440,0.164245699260335,4941.03114158382,0.00880799872767135,0,5.52736063030856e-07
"s(distance)440",441,0.169865173249936,4933.7858860896,0.0467781301553641,0,1.8391145102381e-06
"s(distance)441",442,0.15902404910438,4945.83850240306,0.0366958678371733,0,0
"s(distance)442",443,0.162608927235551,4941.55838558122,0.0290034342783847,0,1.9121334830785e-05
"s(distance)443",444,0.159900327557449,4943.57724772983,0.0764669834126936,0,0
"s(distance)444",445,0.165207064426492,4936.61310298262,0.0125283700832221,0,9.9899840545481e-06
"s(distance)445",446,0.159405670651415,4942.94204389869,0.00850054792790983,0,1.35305885531345e-05
"s(distance)446",447,0.161029325205016,4941.74115166878,0.0304124205771059,0,2.83298246106511e-06
"s(distance)447",448,0.166711996674819,4936.01507432435,0.0216523754166823,0,2.49951569253337e-06
"s(distance)448",449,0.161317699843515,4943.45264679438,0.0276413247949447,0,1.26400125793902e-06
"s(distance)449",450,0.159207741762077,4943.98450043992,0.102806332065017,0,3.65662521484289e-07
"s(distance)450",451,0.16135943450856,4942.88786717102,0.0492932968827945,0,5.2076428240122e-05
"s(distance)451",452,0.162293230763458,4943.28839481818,0.059372370355495,0,1.69476596922902e-06
"s(distance)452",453,0.162712092236284,4939.05495316244,0.00150155795066897,0,5.73197839763839e-05
"s(distance)453",454,0.157742058024119,4944.91816573917,0.0171473472487223,0,0.000112097516045073
"s(distance)454",455,0.158901492107461,4945.51315110155,0.054037121156414,0,4.86375011977125e-05
"s(distance)455",456,0.166179282426528,4937.46901171996,0.0352070817282132,0,0
"s(distance)456",457,0.161975845543614,4942.10406548508,0.0407546508466698,0,9.31367385603732e-07
"s(distance)457",458,0.161776222342556,4943.49397593226,0.0179084825926343,0,2.49506836491609e-05
"s(distance)458",459,0.161456216242852,4941.38113425456,0.0808152876357549,0,9.58771930847924e-07
"s(distance)459",460,0.163363689330714,4942.37284296833,0.0152055461853609,0,1.07459517800779e-06
"s(distance)460",461,0.160938925282263,4942.91271896123,0.0209382013124682,0,2.01982457692651e-06
"s(distance)461",462,0.165449947555427,4938.47119883717,0.0264715111453497,0,6.98659463893581e-07
"s(distance)462",463,0.162075857148931,4942.0477541829,0.0929958559164462,0,1.21027416560837e-05
"s(distance)463",464,0.159372695327392,4944.87752038173,0.0430359508204572,0,8.68466546161129e-06
"s(distance)464",465,0.158101185908953,4946.47277744583,0.340014814694038,0,6.36021537991915e-06
"s(distance)465",466,0.164185983467579,4940.88712346787,0.0203193020587917,0,1.70751460826235e-06
"s(distance)466",467,0.166268062294144,4938.47317765121,0.0173264004739057,0,1.16007705935894e-06
"s(distance)467",468,0.15758896066712,4945.26177056575,0.00619478485880004,0,9.25659320544225e-06
"s(distance)468",469,0.153550662459057,4949.11008581747,0.0150332737341067,0,1.31025661104234e-06
"s(distance)469",470,0.156114212095717,4946.89444497912,0.0383106674971228,0,1.98856496702593e-06
"s(distance)470",471,0.157407462088224,4945.49153181322,0.0516500416696163,0,1.03780468851955e-06
"s(distance)471",472,0.168479447972901,4937.71615814298,0.00219886164625077,0,2.52974242622162e-05
"s(distance)472",473,0.161566441581097,4942.564755679,0.019663451095896,0,8.17054106017068e-06
"s(distance)473",474,0.16942672326953,4934.99395661134,0.00507737070972858,0,1.9545437590085e-06
"s(distance)474",475,0.15648166561851,4947.62989204267,0.136560719022223,0,0
"s(distance)475",476,0.161976149802467,4940.63054413332,0.0584480472905694,0,2.93399822015594e-05
"s(distance)476",477,0.165602259533475,4939.42065010294,0.0144363216105812,0,0
"s(distance)477",478,0.15791666713845,4946.1478816157,0.0358002678285752,0,2.60898117571129e-06
"s(distance)478",479,0.158178002688104,4945.96435360043,0.0600646568567396,0,1.72392505616847e-05
"s(distance)479",480,0.158021655149324,4943.48902866141,0.0741045814665564,0,6.23991068593455e-07
"s(distance)480",481,0.168681120145626,4938.14749884937,0.0268294686786335,0,4.1515190760677e-06
"s(distance)481",482,0.160290627468349,4943.01808863173,0.0677021574268857,0,1.29178944419106e-06
"s(distance)482",483,0.157739909897117,4945.19999336478,0.281176746707855,0,5.10186472756913e-05
"s(distance)483",484,0.15525352847034,4947.00305676236,0.0403079000850526,0,5.83390806335737e-06
"s(distance)484",485,0.160775912530226,4943.28095474853,0.0439421033810248,0,5.10915622584651e-05
"s(distance)485",486,0.153644155836129,4948.20255760242,0.0869027891581758,0,8.13531385757127e-06
"s(distance)486",487,0.161013229235438,4942.67034607547,0.0271238220367921,0,3.77769770454339e-06
"s(distance)487",488,0.163295768967126,4939.37094371198,0.0590493129645909,0,6.49557939480516e-05
"s(distance)488",489,0.170052743024785,4933.5933029443,0.0357592214089029,0,1.56350369850955e-06
"s(distance)489",490,0.161558261523587,4943.72905637539,0.0472049856382442,0,1.19863491654382e-06
"s(distance)490",491,0.163385974426715,4941.26728683744,0.0323229266422055,0,1.8899445457965e-05
"s(distance)491",492,0.164175241668003,4941.34430008159,0.0215659508673884,0,0.000326822087844958
"s(distance)492",493,0.155572698395801,4947.76304565688,0.201013603800985,0,4.46422051325612e-07
"s(distance)493",494,0.161911882483269,4941.19954685658,0.0125965280704347,0,1.27016252911005e-05
"s(distance)494",495,0.167292297411812,4936.27032196334,0.0136589684545369,0,5.65305688454698e-06
"s(distance)495",496,0.166073759815289,4939.05477425968,0.0920045192715839,0,0.00010006951542918
"s(distance)496",497,0.158876857589952,4945.16065932686,0.0136315613908612,0,1.28006434746419e-06
"s(distance)497",498,0.168485309260299,4935.30951829641,0.0172798498508232,0,5.42603182551726e-07
"s(distance)498",499,0.16291872846763,4941.52393677183,0.0419086550994265,0,2.32260292365449e-05
"s(distance)499",500,0.161751418352252,4942.85171315359,0.0334699200478231,0,8.23583782083581e-06
"s(distance)500",501,0.162333651009761,4939.68952950537,0.0248077892765127,0,9.5024564811752e-05
"s(distance)501",502,0.164099359286633,4940.58437832782,0.0220507073662844,0,1.03616685248609e-06
"s(distance)502",503,0.162192518133268,4943.05797792466,0.0147356184547213,0,2.37681238890453e-06
"s(distance)503",504,0.154815888211406,4949.17483083465,0.0953457536540173,0,0
"s(distance)504",505,0.154986456625154,4946.85657305389,0.0558248214992439,0,2.36395806223477e-05
"s(distance)505",506,0.161901920763022,4940.44109599624,0.137605370947689,0,3.50281855965306e-07
"s(distance)506",507,0.163358456853591,4941.2370662638,0.0190132619804497,0,3.96812203884989e-05
"s(distance)507",508,0.163213934755989,4941.61940669426,0.128643103854302,0,2.22187490206416e-06
"s(distance)508",509,0.160756052214315,4944.2974630262,0.0353641829578422,0,6.79908808476348e-06
"s(distance)509",510,0.163695410942378,4939.69880405422,0.114028528737724,0,0
"s(distance)510",511,0.169852400361749,4933.5967887439,0.0733671497439811,0,1.92009421057238e-06
"s(distance)511",512,0.164371583790296,4939.58809462029,0.0234398382434615,0,5.99078650443952e-05
"s(distance)512",513,0.163773682764699,4941.88772753093,0.0191061054574978,0,4.52775767101343e-07
"s(distance)513",514,0.159782560474033,4945.16476753967,0.0538682399913401,0,3.64284347997845e-06
"s(distance)514",515,0.158704518891814,4944.93853285615,0.0363498357857928,0,4.20689267752739e-05
"s(distance)515",516,0.157509345729619,4947.39904385791,0.0707470971330957,0,1.35879442675346e-06
"s(distance)516",517,0.161239518665171,4943.00606075487,0.0189865731214819,0,1.86397979514696e-05
"s(distance)517",518,0.162111330884022,4941.96851282984,0.0620937561331366,0,0
"s(distance)518",519,0.160357329974281,4944.46475861284,0.0866536767300048,0,7.81678274813791e-05
"s(distance)519",520,0.161528681939454,4943.4512683053,0.023225258582226,0,1.31995256741346e-06
"s(distance)520",521,0.167422960619824,4936.41913299661,0.0459573580853277,0,5.4277196552821e-06
"s(distance)521",522,0.161058642802814,4940.44742364951,0.0281119082121064,0,2.14951273770358e-05
"s(distance)522",523,0.157744027777816,4945.03199836422,0.0772073184268995,0,2.03890015648689e-07
"s(distance)523",524,0.162183221631164,4942.93843873625,0.0181610256927139,0,7.14030299064916e-06
"s(distance)524",525,0.162933131670731,4940.61888798899,0.0745474209424035,0,3.80205756081997e-05
"s(distance)525",526,0.161227062239429,4943.46349818794,0.041734932050396,0,7.35002508245319e-07
"s(distance)526",527,0.164071252296891,4941.4503115407,0.0191126205198493,0,1.94847277245058e-05
"s(distance)527",528,0.157651292207623,4945.76978900326,0.05414099375486,0,8.95227234787299e-07
"s(distance)528",529,0.163312002353026,4940.44777307468,0.020053023994152,0,4.71237882143649e-06
"s(distance)529",530,0.158652406568069,4942.91202549165,0.0217899596568371,0,0
"s(distance)530",531,0.158333566235907,4945.54777476974,0.039905984441775,0,0
"s(distance)531",532,0.161064224461549,4940.56839385143,0.022381783112579,0,1.09142419740804e-06
"s(distance)532",533,0.164485481798498,4940.53944954107,0.0391110796756221,0,7.42452746481659e-05
"s(distance)533",534,0.15420607823958,4948.50928323682,0.0351968648563565,0,8.61055543993627e-06
"s(distance)534",535,0.161230903403877,4943.2800163663,0.0418775451331048,0,2.18775299926088e-06
"s(distance)535",536,0.159344518161709,4945.05558076347,0.0900983750880069,0,2.1665760951417e-06
"s(distance)536",537,0.161621198048743,4941.14909006291,0.0581097918682197,0,4.70608425673369e-07
"s(distance)537",538,0.161672805554573,4941.8727128893,0.0662280605512892,0,0
"s(distance)538",539,0.162235348869055,4942.30381471519,0.0128308030886136,0,3.26924593507805e-06
"s(distance)539",540,0.155195391581129,4948.33651003492,0.103140545699306,0,4.22991325371713e-06
"s(distance)540",541,0.160782074653635,4943.90651802364,0.0774659748711952,0,0
"s(distance)541",542,0.162349212459185,4940.53867373385,0.0450103551159192,0,5.57578692506056e-06
"s(distance)542",543,0.165405527567512,4938.60654228029,0.0234996890603035,0,0.00015288741851488
"s(distance)543",544,0.166411764536133,4937.93709395964,0.0853864144900099,0,0
"s(distance)544",545,0.16827957677422,4933.58504031675,0.0290988409742498,0,8.27980338569123e-07
"s(distance)545",546,0.157668249813756,4945.48588552211,0.0250779784389099,0,5.34577520161506e-06
"s(distance)546",547,0.163915493785657,4940.28583128553,0.0327457169201021,0,6.67620960098647e-06
"s(distance)547",548,0.157551145530673,4943.93274576256,0.0519675754596045,0,3.88731250949848e-06
"s(distance)548",549,0.166916700425565,4938.29513512074,0.0105684266754065,0,3.67223564608499e-05
"s(distance)549",550,0.158612296537368,4945.60749533324,0.0766306359079869,0,1.21411586084808e-06
"s(distance)550",551,0.158800755320375,4946.2755549748,0.0378779043943486,0,1.08427588357829e-06
"s(distance)551",552,0.166966696417176,4938.37059248659,0.0239804359865098,0,1.54587268220707e-05
"s(distance)552",553,0.15805992274655,4947.14882412234,0.0724384975177417,0,9.06082314622303e-07
"s(distance)553",554,0.162783997608945,4940.88020245267,0.0180497035102662,0,0.000137116328039588
"s(distance)554",555,0.161234396351538,4944.76421168416,0.0102423319469704,0,4.63712328729882e-06
"s(distance)555",556,0.166044216857965,4936.62854173465,0.146056377992546,0,9.58249758054031e-06
"s(distance)556",557,0.163720837475853,4940.60400681091,0.0704938779982163,0,1.54511478619446e-05
"s(distance)557",558,0.156686942651959,4947.83956935043,0.0509863262639741,0,1.18603213811186e-06
"s(distance)558",559,0.16197042662002,4941.1834398039,0.0738008098898102,0,5.40546664917763e-06
"s(distance)559",560,0.159230300419976,4945.04565560541,0.0586925459200937,0,2.03596311332266e-06
"s(distance)560",561,0.168782289436736,4935.75829313684,0.0111519815134964,0,2.16997094875104e-05
"s(distance)561",562,0.160784022928634,4943.82967813124,0.0913511785652569,0,4.58588986584907e-06
"s(distance)562",563,0.161706628592822,4943.04511605553,0.0222624235085292,0,1.46177185916252e-05
"s(distance)563",564,0.153162289095253,4951.12305657103,0.222075566836955,0,2.69619685733247e-06
"s(distance)564",565,0.162711206587301,4942.01734723908,0.0372080717573314,0,2.28525903581689e-05
"s(distance)565",566,0.160737008125324,4943.70591078582,0.0410374887631424,0,3.9927863625e-05
"s(distance)566",567,0.159828216521402,4942.38687249548,0.0230292569293124,0,0.000105640340257729
"s(distance)567",568,0.160273538143999,4944.17353260833,0.0209745272298029,0,1.18639024948575e-06
"s(distance)568",569,0.160453366246047,4943.19998545822,0.0291295447727473,0,1.05663241906084e-06
"s(distance)569",570,0.162447079673368,4944.10757575039,0.0152511717347689,0,1.40884277216591e-06
"s(distance)570",571,0.164380621564942,4941.61454675302,0.0139333145291181,0,2.92987157579638e-06
"s(distance)571",572,0.16480431972798,4938.89548522558,0.0761565135907784,0,0.000178589280607766
"s(distance)572",573,0.162447905348826,4941.13954962083,0.0135175470589413,0,8.12340766069286e-05
"s(distance)573",574,0.160334720765975,4944.20840189112,0.0321736593716693,0,3.0746558134509e-06
"s(distance)574",575,0.172558009643201,4932.49925271002,0.0034285109776937,0,1.06181217729984e-05
"s(distance)575",576,0.162690085110973,4940.14232841679,0.13269666432094,0,6.26850736558104e-05
"s(distance)576",577,0.158945222702035,4943.89967372666,0.0280520636768627,0,2.37458506173738e-05
"s(distance)577",578,0.163631718763974,4941.81828499864,0.0512044196197265,0,2.06315384234101e-05
"s(distance)578",579,0.160774899556709,4942.65942470332,0.0814658686361032,0,0
"s(distance)579",580,0.164118638916924,4939.17585798698,0.0361490546349579,0,2.19669415835178e-06
"s(distance)580",581,0.157996777671269,4946.18866328266,0.0573798576680944,0,9.19117114694945e-07
"s(distance)581",582,0.16513139921915,4939.93383769222,0.015844758523422,0,5.23039411226556e-07
"s(distance)582",583,0.167355407064897,4935.85278416587,0.0471666193320318,0,6.9955717861836e-06
"s(distance)583",584,0.162163437228562,4941.38412184543,0.0891457524142001,0,0
"s(distance)584",585,0.153173895805271,4950.63583591217,0.12160902634457,0,0
"s(distance)585",586,0.164071542212931,4941.10100157013,0.0245022257701091,0,5.07629327295422e-07
"s(distance)586",587,0.159239781005314,4945.01298356626,0.067072696619318,0,1.50728112148224e-05
"s(distance)587",588,0.162152987162604,4942.92461303224,0.0179466290593532,0,5.51358362155252e-06
"s(distance)588",589,0.157267821600792,4946.08343013082,0.104614317978654,0,4.47741377973543e-07
"s(distance)589",590,0.157510641762613,4946.07558623528,0.0282985658356656,0,4.2445329990759e-06
"s(distance)590",591,0.159610914276327,4944.61018263829,0.0191432337834481,0,1.78593192984855e-05
"s(distance)591",592,0.166907421592069,4937.8865935876,0.0125972956344734,0,1.55034955373612e-06
"s(distance)592",593,0.162578828507526,4942.20799388882,0.0411782037935098,0,4.28380652202076e-05
"s(distance)593",594,0.171135294276889,4934.0359390878,0.00302167932871256,0,3.42786658014127e-06
"s(distance)594",595,0.167377905547033,4938.33708495494,0.0180294929881056,0,3.42641714715652e-05
