"","iteration","deviance_explained","aic","s_distance_p_value","s_yyyyinshore_p_value","s_yyyynearshore_p_value"
"s(distance)896",897,0.158543524670055,4944.43928625899,0.154228700639793,0,6.25818494248698e-07
"s(distance)897",898,0.159458744008198,4945.06154953388,0.0341571967222761,0,2.74718785425732e-06
"s(distance)898",899,0.155640716940302,4947.8733387544,0.0839313797882864,0,2.00993732574206e-06
"s(distance)899",900,0.165667227837893,4938.90559946827,0.0169533897945203,0,0.000894946793954465
"s(distance)900",901,0.160773473610513,4945.13263859845,0.0342375733515391,0,4.25592177111245e-07
"s(distance)901",902,0.16170806571687,4942.0614012605,0.0465101101019412,0,3.79661707983203e-06
"s(distance)902",903,0.16218546126198,4940.68649240746,0.0173770611430032,0,2.78858601321375e-05
"s(distance)903",904,0.159621242270634,4943.51352084288,0.0914191673692666,0,7.92383948165498e-05
"s(distance)904",905,0.160838432284186,4943.2392042318,0.0619302638124031,0,0
"s(distance)905",906,0.170884958442931,4932.50588291977,0.102110098697113,0,7.28099046504171e-06
"s(distance)906",907,0.167935334963781,4937.0474643133,0.0121099230180776,0,0
"s(distance)907",908,0.167241795317422,4938.92640849873,0.0125721092858355,0,1.42328239821632e-06
"s(distance)908",909,0.165968935205886,4938.87255652629,0.00942357354322088,0,3.10933978375783e-06
"s(distance)909",910,0.168341736186569,4936.29609301716,0.0111577990366044,0,1.06383446951686e-05
"s(distance)910",911,0.15629263846462,4948.9199603814,0.0813622144343319,0,0
"s(distance)911",912,0.16233395046528,4943.92094729458,0.0148761441693254,0,0
"s(distance)912",913,0.158627647729215,4946.17159699955,0.0507754008067304,0,5.97156803894272e-07
"s(distance)913",914,0.161728395112241,4942.67730348385,0.0422418674463959,0,0.000285680388543819
"s(distance)914",915,0.167138387061057,4937.73821013783,0.00823061193809854,0,0.000455698831589413
"s(distance)915",916,0.157736510842942,4946.09813989815,0.067188568091296,0,1.81926637771168e-06
"s(distance)916",917,0.165786394553435,4938.79141755227,0.0124674486479791,0,5.66055947170963e-07
"s(distance)917",918,0.157777838908013,4945.28990749821,0.0107261133537374,0,1.1822617974222e-05
"s(distance)918",919,0.15857059374361,4945.43066471695,0.0492952607359681,0,5.33407321490209e-06
"s(distance)919",920,0.161515559258873,4943.66067726505,0.0119667488812882,0,1.10521272250752e-06
"s(distance)920",921,0.154784197821786,4948.09064438453,0.0437138221915248,0,4.88953841737416e-06
"s(distance)921",922,0.159490382276961,4943.38220941798,0.00496938203247471,0,8.07410350591176e-05
"s(distance)922",923,0.157822995818804,4945.4302665048,0.117854637559861,0,1.50359170990044e-05
"s(distance)923",924,0.160873080986932,4944.6569885817,0.0801071026623374,0,4.40749540642216e-07
"s(distance)924",925,0.164781470913547,4938.63852921023,0.0463222812994997,0,6.68581467289098e-06
"s(distance)925",926,0.155572493625912,4947.9529578097,0.147691668895133,0,3.13933748108397e-07
"s(distance)926",927,0.159633443134524,4944.47199267521,0.0159178121514236,0,3.14938569162537e-06
"s(distance)927",928,0.162368298707044,4942.3308828426,0.0346263630249481,0,8.04294614740186e-05
"s(distance)928",929,0.166589792912328,4939.35715720259,0.0255960247571878,0,0
"s(distance)929",930,0.171019046896352,4933.8564656532,0.0171318674167654,0,0
"s(distance)930",931,0.162865856114837,4941.83630356776,0.0473784110044032,0,2.13552414194962e-05
"s(distance)931",932,0.162795621265004,4942.31388651471,0.0299220818696072,0,3.60957291343778e-05
"s(distance)932",933,0.161071596453335,4943.87018513697,0.0349257074954339,0,4.43403116073826e-06
"s(distance)933",934,0.154709165391103,4948.50828186767,0.0916497115065677,0,1.83554073984737e-06
"s(distance)934",935,0.154795009910055,4949.59141426083,0.124278764829102,0,1.18956185674035e-06
"s(distance)935",936,0.160721440483913,4943.70384513998,0.019896697463034,0,4.92076975638911e-06
"s(distance)936",937,0.158495052340469,4944.70423542814,0.0261572738564526,0,9.9778457997024e-06
"s(distance)937",938,0.156799421342229,4946.99019812448,0.035575497843185,0,6.19871780505044e-06
"s(distance)938",939,0.16460605991805,4938.29862281549,0.0272340250434255,0,1.69905072006094e-06
"s(distance)939",940,0.163828741594955,4938.92009686125,0.0731996932825841,0,0
"s(distance)940",941,0.163952251992867,4941.09751784489,0.0185518653791491,0,2.20168705767354e-05
"s(distance)941",942,0.158482727073825,4945.40137683714,0.0328776421623068,0,9.12180929825146e-05
"s(distance)942",943,0.16519266911359,4939.37998632095,0.0359159683171246,0,3.08689924866101e-06
"s(distance)943",944,0.159811792358482,4944.11929602081,0.213037009598303,0,2.41969602854386e-06
"s(distance)944",945,0.157337093628311,4948.46850018777,0.0676650571188442,0,9.5922639564705e-07
"s(distance)945",946,0.164137796785151,4938.79083898222,0.0626098978626898,0,0
"s(distance)946",947,0.153382156465854,4949.04053297885,0.0485461152403342,0,4.19548219721122e-07
"s(distance)947",948,0.161696109722515,4941.79843307429,0.0177382347060395,0,1.45405810396682e-05
"s(distance)948",949,0.165953590796415,4939.7027045008,0.0198669749633615,0,2.00346137363416e-06
"s(distance)949",950,0.151937393879077,4950.78231243639,0.0323725785871391,0,1.08455476754976e-06
"s(distance)950",951,0.168369365473186,4937.56626236753,0.00758624002526664,0,4.45162317225245e-06
"s(distance)951",952,0.166664161892501,4937.53588054905,0.0177779000702104,0,8.77761464013194e-06
"s(distance)952",953,0.165223969078719,4939.1470651479,0.0124081652448147,0,3.74720716234123e-07
"s(distance)953",954,0.159854018975189,4945.67885461115,0.0763810751389412,0,2.59031268949883e-05
"s(distance)954",955,0.164346110639626,4940.89472020409,0.0818556471284478,0,8.37242064433141e-06
"s(distance)955",956,0.158527414968339,4943.99511532919,0.0134743345979845,0,1.14896431613332e-06
"s(distance)956",957,0.158931902419756,4943.87283869633,0.097132040658602,0,2.94445977044866e-07
"s(distance)957",958,0.167351170639639,4939.55222936677,0.00925682407086231,0,8.19164306242737e-06
"s(distance)958",959,0.163001432801593,4939.94744784232,0.0867165409247155,0,1.93546056670435e-06
"s(distance)959",960,0.16750580786681,4936.48360397184,0.00803073930139547,0,9.68248500932134e-07
"s(distance)960",961,0.165398292300381,4937.95825562235,0.00861166013082693,0,0
"s(distance)961",962,0.156826757400643,4947.50037887923,0.045416844855429,0,2.59785944017876e-06
"s(distance)962",963,0.165508499327786,4937.82886940268,0.0177574946483005,0,6.95963164820679e-07
"s(distance)963",964,0.158544518717691,4947.24102443989,0.0729376092971949,0,2.93662265138384e-06
"s(distance)964",965,0.159660993735534,4945.54573562123,0.0382775105858811,0,2.41104664822078e-06
"s(distance)965",966,0.157299504452623,4947.4166319837,0.126325825483382,0,0
"s(distance)966",967,0.153988842377287,4949.05202141474,0.115758151387268,0,1.93560061151343e-06
"s(distance)967",968,0.16008817261487,4944.50556163269,0.0322180343076057,0,4.42748863394016e-06
"s(distance)968",969,0.158902796728727,4944.3959936193,0.071227502544769,0,1.07988064446118e-06
"s(distance)969",970,0.160967179548966,4942.28980690471,0.0235616207909247,0,8.60646872269388e-06
"s(distance)970",971,0.162241268334559,4942.87168149429,0.00858380161489064,0,3.93315190871935e-06
"s(distance)971",972,0.164210874096525,4939.31265442311,0.0576108157131692,0,1.54902162679549e-05
"s(distance)972",973,0.158494512360523,4946.74767211229,0.0313466282647912,0,6.1180536198302e-07
"s(distance)973",974,0.16414173198529,4940.7206801055,0.0144304254272579,0,2.12762700970148e-05
"s(distance)974",975,0.169658016642654,4936.95437981582,0.0481845865459558,0,6.57211897627796e-05
"s(distance)975",976,0.161169601815562,4942.7465780644,0.0268954917935126,0,6.02055720388961e-06
"s(distance)976",977,0.170221560232036,4934.06238933398,0.00265580636637813,0,4.66438181412343e-07
"s(distance)977",978,0.161576440908365,4942.87687614461,0.125594832554043,0,1.32520632717403e-05
"s(distance)978",979,0.165705382549514,4939.25159750238,0.00726139175813145,0,3.61451909863808e-06
"s(distance)979",980,0.159552067433494,4944.74672160558,0.073815708203845,0,1.876527468192e-06
"s(distance)980",981,0.16380031866292,4940.33078190712,0.0172627782628204,0,1.60626695810961e-06
"s(distance)981",982,0.160308401237116,4945.5919654465,0.113634032914415,0,1.24685384306766e-05
"s(distance)982",983,0.155605998064071,4948.22748732161,0.11937250668659,0,4.37395032099053e-06
"s(distance)983",984,0.157690703223554,4946.87681724291,0.08364233740302,0,4.26849248835737e-07
"s(distance)984",985,0.159803344089359,4944.31902303128,0.0210456346840144,0,1.47411970107814e-05
"s(distance)985",986,0.16394492829968,4941.11608760905,0.0368803563934693,0,6.20137472331361e-05
"s(distance)986",987,0.161051159433556,4942.99693074068,0.0242883861111889,0,6.55583316744313e-07
"s(distance)987",988,0.165419368377967,4938.5268884552,0.010188267137318,0,2.75369357632949e-06
"s(distance)988",989,0.152046957300528,4950.72480716143,0.0446823354121426,0,8.84718245997007e-07
"s(distance)989",990,0.158799530706992,4946.15006891479,0.0670426755287974,0,4.59291946380835e-06
"s(distance)990",991,0.160217966642345,4943.88020381901,0.0496196641425891,0,9.72423621214968e-05
"s(distance)991",992,0.162519128421885,4941.19411532245,0.0172634287776977,0,1.84695598975937e-06
"s(distance)992",993,0.157894474643917,4947.06393047451,0.0315784194759089,0,9.24122701251306e-07
"s(distance)993",994,0.16069290890826,4943.11558747384,0.0461705795543831,0,0.00038048211139019
"s(distance)994",995,0.16299147340646,4941.50331956583,0.0477529573172847,0,4.59528602164694e-06
"s(distance)995",996,0.160872362858477,4942.22010649195,0.106808797515477,0,5.0811326401945e-07
"s(distance)996",997,0.156978789190567,4947.63644009187,0.171377200268744,0,1.79746960314309e-05
"s(distance)997",998,0.164764233202635,4940.07900806912,0.0331248866864783,0,4.14447913243965e-06
"s(distance)998",999,0.163772314570815,4941.22851189828,0.0100606538678326,0,4.87428503948006e-07
"s(distance)999",1000,0.154266157807427,4949.16062729246,0.168780100322425,0,7.04500931147933e-07
