"iteration","deviance_explained","aic","s_yyyy_p_value"
702,0.231139826049618,18047.2809297047,0
703,0.23892809343613,18028.9517766504,0
704,0.229667128306249,18036.8690018968,0
705,0.250764574391944,18019.6276718408,0
706,0.239015512431291,18039.1693133606,0
707,0.234355943246063,18055.3231091889,0
708,0.229568650346047,18060.245226681,0
709,0.239934768733493,18041.6803987106,0
710,0.247215758662493,18024.4322256211,0
711,0.243039749212572,18053.4982098503,0
712,0.236420101720031,18080.9057650903,0
713,0.23725712030453,18027.8628812001,0
714,0.257136141990512,18029.935199719,0
715,0.243422644553354,18014.4782681331,0
716,0.229475611124814,18049.534012237,0
717,0.239383120645997,18054.8211998828,0
718,0.231816272276565,18004.5374369948,0
719,0.242381675235195,18038.8667288607,0
720,0.239746423761966,18040.0869827834,0
721,0.219745052381129,18063.1074558114,0
722,0.240961816066449,18015.1988304868,0
723,0.243348974139431,18067.4291791412,0
724,0.243575986013327,18034.8646379233,0
725,0.238077191024884,18015.218873272,0
726,0.233579202980386,17987.0322111533,0
727,0.245764625772302,18035.4013145346,0
728,0.24393766427028,18019.7655321078,0
729,0.231332411186207,18012.6571298691,0
730,0.228641502331298,18070.1488819607,0
731,0.243417802974585,17993.2890991982,0
732,0.229856181756297,18056.3694579418,0
733,0.248377313658079,18034.0227088327,0
734,0.238941563792469,18047.1787042293,0
735,0.24120782138912,18049.0207310512,0
736,0.240711468450608,18046.0002819068,0
737,0.224691123416083,18114.1520038707,0
738,0.241804173976319,18015.1627191782,0
739,0.229250537248503,18069.0530575179,0
740,0.240401654495364,18052.0711490327,0
741,0.24449546655893,18023.6550698921,0
742,0.233649660118208,18069.4513427597,0
743,0.238363404927917,18049.4541896557,0
744,0.241199212899487,18039.7916936468,0
745,0.237343006241291,18068.5560091346,0
746,0.248646778446041,18011.8795848585,0
747,0.236440673989037,18042.5976374488,0
748,0.236418259213246,18042.6907198488,0
749,0.239472847903176,18064.2272797952,0
750,0.243388699223805,18011.4909894733,0
751,0.234704946912691,18037.5418099441,0
752,0.243618561720838,18066.4775177446,0
753,0.242188669927399,18017.709108983,0
754,0.234697810890952,18042.6894389117,0
755,0.231974558155501,18075.7118933931,0
756,0.238337747565996,18040.8232757655,0
757,0.234748887198883,18060.7647041502,0
758,0.23485444669283,18023.5006418619,0
759,0.242532453811956,18038.7687879106,0
760,0.250780010418495,18023.248793821,0
761,0.227796585002867,18059.9962575899,0
762,0.229658798660206,18041.5836519231,0
763,0.23979410241429,18032.0136581942,0
764,0.234018142276272,18065.478091335,0
765,0.229970264248264,18022.435039433,0
766,0.237158763727621,18066.6483215404,0
767,0.231231713809579,18064.3931352228,0
768,0.218760455599108,18074.0618174589,0
769,0.233377890134886,18074.3392510763,0
770,0.226152716183632,18074.7207846826,0
771,0.223132983019369,18030.6189665001,0
772,0.22777364100924,18053.0768114234,0
773,0.229698166876318,18064.4517410683,0
774,0.238218149161968,18058.981740845,0
775,0.2407264450767,18030.7709980962,0
776,0.229351521013294,18081.2172691013,0
777,0.232715093918542,18037.1410173865,0
778,0.239530769389177,18064.0907142001,0
779,0.238145435692704,18046.3644740401,0
780,0.224589492712801,18041.1961917161,0
781,0.233455574693391,18041.1051704696,0
782,0.247653305317705,18045.6614044759,0
783,0.225557714955846,18013.2157463554,0
784,0.240043575191639,18044.8268983198,0
785,0.229513278042379,18039.1451423662,0
786,0.232013147100598,18047.5938706346,0
787,0.240305473953177,18021.7298813673,0
788,0.251162666741954,18011.1928068916,0
789,0.23365876170672,18043.9376711123,0
790,0.239364450161835,17981.8006320419,0
791,0.232063153616078,18076.014247787,0
792,0.238106780520601,18032.1209219823,0
793,0.231407453577104,18070.237168168,0
794,0.243473053367232,18069.043168375,0
795,0.23724219685144,18055.3562113431,0
796,0.225837862737332,18058.3859795516,0
797,0.222611226373391,18091.9360918264,0
798,0.234978576105636,18063.6877088391,0
799,0.230658351206407,18063.0727955906,0
800,0.237382287773639,18069.1256293618,0
801,0.236662878982521,18051.1568552502,0
802,0.226837861080789,18024.9537770697,0
803,0.240188306029397,18066.7638816766,0
804,0.233922057933875,18097.5853441556,0
805,0.225761162877721,18027.9692348587,0
806,0.225670556424307,18061.7501574656,0
807,0.235534524171005,18058.2168701992,0
808,0.233044264574705,18048.5694845702,0
809,0.229954971080739,18057.219870558,0
810,0.232654491303756,18025.439665194,0
811,0.232980538490727,18028.3792897864,0
812,0.24326195359138,18025.729735045,0
813,0.229192202652682,18065.0956570368,0
814,0.240115001209169,18032.9014041605,0
815,0.23425890192769,18057.0228028983,0
816,0.24153859664717,18018.4996227555,0
817,0.222051005366752,18052.7851351985,0
818,0.24252274407931,18018.5921103319,0
819,0.227889372253167,18045.9021055723,0
820,0.238426014854757,18072.2340331934,0
821,0.244813976893437,18011.8183259068,0
822,0.238405955078515,18038.0898547802,0
823,0.252322668508076,18028.9515678772,0
824,0.225700135117853,18086.3871262763,0
825,0.23410476623715,18011.1597519211,0
826,0.239706857487364,18036.1733703341,0
827,0.239662190074031,18063.4338933832,0
828,0.230024108756233,18031.059809736,0
829,0.23979951946669,18057.0064527095,0
830,0.23607609426248,18015.2545348668,0
831,0.251192232214426,18028.5767951683,0
832,0.241021862548944,18041.970513899,0
833,0.247356866707629,18024.9427738611,0
834,0.242275059724726,18052.7541387198,0
835,0.247691938601009,18028.6514471966,0
836,0.237236704343126,18024.5464162718,0
837,0.249452924517904,18047.7306355175,0
838,0.239351573218982,18028.6942701852,0
839,0.23793992766906,18049.0886916247,0
840,0.242971034096026,18031.4950151916,0
841,0.243474017090385,18074.78756227,0
842,0.235733065791203,18053.5009493284,0
843,0.250354772347363,18001.4148795252,0
844,0.236676068625801,18088.0755472528,0
845,0.239512919981735,18039.3824408154,0
846,0.232736740772225,18053.1760220312,0
847,0.228263162722694,18009.73894631,0
848,0.24197582740083,18061.8173064419,0
849,0.235249608237189,18032.7217523534,0
850,0.253374600164217,18028.9846755439,0
851,0.238818939674099,18050.301378887,0
852,0.228346896229399,18064.8231131505,0
853,0.250082539721295,18001.7505552611,0
854,0.241483741545079,18066.8325729825,0
855,0.236513960483268,18082.0622689255,0
856,0.239452792533326,18062.9317260242,0
857,0.235933228637615,18042.9453643164,0
858,0.228472352431389,18039.7034392293,0
859,0.239729049236927,18086.3179116322,0
860,0.230414786591832,18039.6189654708,0
861,0.24736075997764,17990.9346989395,0
862,0.238566981055146,18041.155381346,0
863,0.243554948283326,17975.8547379246,0
864,0.236151129827263,18057.1443508154,0
865,0.234742429831191,18032.3777747203,0
866,0.227850129317543,18094.7932192041,0
867,0.223183098847526,18075.8429990785,0
868,0.234437884579281,18032.2283237404,0
869,0.226641826359591,18029.9202325106,0
870,0.229517378932828,18069.0263999,0
871,0.23355522534726,18056.5326382714,0
872,0.247501241155345,18056.9841292911,0
873,0.218667599977941,18092.4851023714,0
874,0.241165233955022,18021.3509716912,0
875,0.238819684359298,18043.9588941066,0
876,0.234590304861753,18031.4045760912,0
877,0.238452855435134,18037.8275535118,0
878,0.242163113324281,18061.3037755599,0
879,0.238756262536707,18066.5642473871,0
880,0.238524597560655,18043.751284372,0
881,0.232748821786299,18081.1768194907,0
882,0.245921233521283,18047.3922532878,0
883,0.234471764306406,18044.5244187298,0
884,0.231376046204815,18025.8339761539,0
885,0.243379896283186,18073.5259262673,0
886,0.23133293462291,18033.7671736477,0
887,0.234862377993061,18083.225152903,0
888,0.253581366179729,18049.4532471958,0
889,0.23653349638415,18026.2618698594,0
890,0.231135168336002,18058.7690191909,0
891,0.239674724005917,18068.8581991277,0
892,0.239239353250149,18055.2203697845,0
893,0.220751125355335,18057.9826467196,0
894,0.229602987965145,18043.2375983229,0
895,0.226358441557372,18018.9715636292,0
896,0.232577418107071,18031.3141576272,0
897,0.232784250747355,18045.4393191432,0
898,0.242233696916504,18034.521153268,0
899,0.222047202380664,18019.1463116935,0
900,0.230495710573909,18061.4506397711,0
901,0.23796355875304,18007.7695661952,0
902,0.220873443179029,18068.3948074425,0
903,0.234687698110303,18055.4205416778,0
904,0.217184287049279,18050.7590603434,0
905,0.23414340655271,18011.022557103,0
906,0.244494760769716,18033.1505572679,0
907,0.237171049379916,18045.1676841511,0
908,0.240463389046295,18071.0797402235,0
909,0.242138931814656,18041.0196752079,0
910,0.236745736524716,18045.8948371891,0
911,0.234167371129279,18083.9410626554,0
912,0.233273719143418,18009.263536881,0
913,0.241981639762165,18073.1187541983,0
914,0.237005557637937,18048.4840651338,0
915,0.239811820426247,18025.2261399087,0
916,0.239447252318673,18045.1385483869,0
917,0.247194155364614,18050.1182069395,0
918,0.225388598451208,18056.365062595,0
919,0.234957251621561,18032.8502830486,0
920,0.253509580323241,18026.7365812205,0
921,0.227249101386404,18092.3372784449,0
922,0.240403981230708,18045.0428117141,0
923,0.228453729669714,18014.6125374786,0
924,0.247219445001164,18041.9780582571,0
925,0.227859699327417,18047.0733161057,0
926,0.244005051226878,18029.4375704782,0
927,0.24313785350114,18008.863317244,0
928,0.223524930035186,18060.3205286413,0
929,0.246797181567597,18059.019901116,0
930,0.24577085075031,18030.0721635749,0
931,0.230533416614484,18072.492097005,0
932,0.230857215851389,18076.5706651015,0
933,0.22561670796734,18045.4615787804,0
934,0.226257840313069,18075.8259696475,0
935,0.237257801833247,18053.40369198,0
936,0.229770230608732,18027.5098169624,0
937,0.237931983011371,18006.8297074412,0
938,0.242257092584612,18024.4087067489,0
939,0.228958431236492,18054.1380708491,0
940,0.228716088887392,18058.103989694,0
941,0.232402456332138,18031.2869895864,0
942,0.235074428832022,18041.3461145867,0
943,0.233942665520545,18023.7060652948,0
944,0.251836479438515,18006.494806499,0
945,0.24209585897386,18071.2588909285,0
946,0.25102333701239,18073.1285574531,0
947,0.255455519527627,18041.8753642496,0
948,0.240258998048808,18027.1344502539,0
949,0.224759076652606,18055.7929834674,0
950,0.246453519342339,18053.1911769891,0
951,0.23498515079324,18025.8851669195,0
952,0.237666945214062,18014.7788101417,0
953,0.228579072048738,18040.0978925508,0
954,0.240260299081306,18053.4401608357,0
955,0.230405761602808,18079.2608139233,0
956,0.239359488083309,18014.0221998903,0
957,0.232694874015344,18070.0670748436,0
958,0.241137781386894,18056.6415099061,0
959,0.241352297288076,18046.8467816219,0
960,0.22426348618629,18053.5526825844,0
961,0.22935394427256,18033.4576080443,0
962,0.233779752759841,18071.4527928829,0
963,0.243087245099541,18051.4477497186,0
964,0.227346913754109,18077.2005960222,0
965,0.239090988746793,18046.8780913576,0
966,0.22788862994702,18044.8034311203,0
967,0.223690592306767,18051.3675359912,0
968,0.245601837826531,18039.0710562168,0
969,0.23372691924308,18034.5602056431,0
970,0.23040293824878,18078.3581168647,0
971,0.237166437507379,18014.7110417168,0
972,0.233164798644495,18083.756620785,0
973,0.24156538042331,18053.7216547501,0
974,0.235345312959668,18068.9310256741,0
975,0.229278194617034,18069.2099305497,0
976,0.24029738287125,18033.6627268435,0
977,0.23954282063933,18064.3432870889,0
978,0.231745471465226,18045.9921774399,0
979,0.237153444083316,18031.7254288225,0
980,0.24437890267014,18070.5242178562,0
981,0.232608732777994,18060.2886548335,0
982,0.237380965620144,18050.1036957612,0
983,0.241938238407996,18028.40596464,0
984,0.244621424523583,18065.3641268168,0
985,0.248567730131783,18001.0463626452,0
986,0.238555666073237,18048.0954927438,0
987,0.222826347057975,18060.8008969032,0
988,0.235045266233057,18020.5210881489,0
989,0.223701490634685,18029.3735213029,0
990,0.234478614868107,18055.0423717848,0
991,0.23384061068286,18046.5040403648,0
992,0.247365046100584,18013.2383271252,0
993,0.226538473883267,18056.2802823032,0
994,0.237544559018084,18048.1050259829,0
995,0.229362643479232,18051.6494232107,0
996,0.240722725015065,18051.9424758917,0
997,0.244289339125673,18041.2276127999,0
998,0.231388424314882,18016.0469564625,0
999,0.255557106472031,18044.0488723208,0
1000,0.239689028519771,17997.5247524272,0
